doi,journal_short,publication_year,title,n_funders,funders,fetch_status
10.1257/aer.20200295,AER,2021,Can Network Theory-Based Targeting Increase Technology Adoption?,0,,ok_no_funders
10.1257/aer.20200705,AER,2021,On Her Own Account: How Strengthening Women’s Financial Control Impacts Labor Supply and Gender Norms,0,,ok_no_funders
10.1257/aer.20191780,AER,2021,Types of Contact: A Field Experiment on Collaborative and Adversarial Caste Integration,0,,ok_no_funders
10.1257/aer.20201112,AER,2022,Reshaping Adolescents' Gender Attitudes: Evidence from a School-Based Experiment in India,0,,ok_no_funders
10.1257/aer.20221215,AER,2024,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,0,,ok_no_funders
10.1257/aer.20210766,AER,2022,"Credit, Attention, and Externalities in the Adoption of Energy Efficient Technologies by Low-Income Households",0,,ok_no_funders
10.1257/aer.20200751,AER,2022,Targeting High Ability Entrepreneurs Using Community Information: Mechanism Design in the Field,0,,ok_no_funders
10.1257/aer.20190830,AER,2021,"How Research Affects Policy: Experimental Evidence from 2,150 Brazilian Municipalities",0,,ok_no_funders
10.1257/aer.20201159,AER,2022,Local Elites as State Capacity: How City Chiefs Use Local Information to Increase Tax Compliance in the Democratic Republic of the Congo,0,,ok_no_funders
10.1257/aer.20191178,AER,2021,"Consumption Response to Credit Expansions: Evidence from Experimental Assignment of 45,307 Credit Lines",0,,ok_no_funders
10.1257/aer.20200961,AER,2022,Job Search and Hiring with Limited Information about Workseekers’ Skills,0,,ok_no_funders
10.1257/aer.20200523,AER,2021,The Challenges of Universal Health Insurance in Developing Countries: Experimental Evidence from Indonesia’s National Health Insurance,0,,ok_no_funders
10.1257/aer.20191972,AER,2021,"Recruitment, Effort, and Retention Effects of Performance Contracts for Civil Servants: Experimental Evidence from Rwandan Primary Schools",0,,ok_no_funders
10.1257/aer.20191726,AER,2021,The Impacts of a Multifaceted Prenatal Intervention on Human Capital Accumulation in Early Life,0,,ok_no_funders
10.1257/aer.20220717,AER,2024,Resisting Social Pressure in the Household Using Mobile Money: Experimental Evidence on Microenterprise Investment in Uganda,0,,ok_no_funders
10.1257/aer.20201661,AER,2022,"Fictional Money, Real Costs: Impacts of Financial Salience on Disadvantaged Students",0,,ok_no_funders
10.1257/aer.20211826,AER,2023,Does Identity Affect Labor Supply?,0,,ok_no_funders
10.1257/aer.20211616,AER,2022,The Psychosocial Value of Employment: Evidence from a Refugee Camp,0,,ok_no_funders
10.1257/aer.20201385,AER,2021,Labor Rationing,0,,ok_no_funders
10.1257/aer.20210122,AER,2022,Market Access and Quality Upgrading: Evidence from Four Field Experiments,0,,ok_no_funders
10.1257/aer.20211207,AER,2023,"Subjective Performance Evaluation, Influence Activities, and Bureaucratic Work Behavior: Evidence from China",0,,ok_no_funders
10.1257/aer.20220720,AER,2023,A Signal to End Child Marriage: Theory and Experimental Evidence from Bangladesh,0,,ok_no_funders
10.1257/aer.20210687,AER,2023,The Economic Impact of Depression Treatment in India: Evidence from Community-Based Provision of Pharmacotherapy,0,,ok_no_funders
10.1257/aer.20231247,AER,2025,Mission Motivation and Public Sector Performance: Experimental Evidence from Pakistan,0,,ok_no_funders
10.1257/aer.20200125,AER,2021,An Experiment in Candidate Selection,0,,ok_no_funders
10.1257/aer.20210701,AER,2023,When a Doctor Falls from the Sky: The Impact of Easing Doctor Supply Constraints on Mortality,0,,ok_no_funders
10.1257/aer.20210169,AER,2024,Asset-Based Microfinance for Microenterprises: Evidence from Pakistan,0,,ok_no_funders
10.1257/aer.20190586,AER,2021,The Selection of Talent: Experimental and Structural Evidence from Ethiopia,0,,ok_no_funders
10.1257/aer.20201892,AER,2022,Persistent Polarizing Effects of Persuasion: Experimental Evidence from Turkey,0,,ok_no_funders
10.1257/aer.20210461,AER,2023,Electronic Food Vouchers: Evidence from an At-Scale Experiment in Indonesia,0,,ok_no_funders
10.1257/aer.20220471,AER,2024,Urban Public Works in Spatial Equilibrium: Experimental Evidence from Ethiopia,0,,ok_no_funders
10.1257/aer.20210778,AER,2022,All Eyes on Them: A Field Experiment on Citizen Oversight and Electoral Integrity,0,,ok_no_funders
10.1257/aer.20211879,AER,2023,Worth Your Weight: Experimental Evidence on the Benefits of Obesity in Low-Income Countries,0,,ok_no_funders
10.1257/aer.20230084,AER,2024,Nurturing Childhood Curiosity to Enhance Learning: Evidence from a Randomized Pedagogical Intervention,0,,ok_no_funders
10.1257/aer.20210987,AER,2024,Monitoring in Small Firms: Experimental Evidence from Kenyan Public Transit,0,,ok_no_funders
10.1257/aer.20221234,AER,2025,Land Rental Markets: Experimental Evidence from Kenya,0,,ok_no_funders
10.1257/aer.20220616,AER,2024,Big Loans to Small Businesses: Predicting Winners and Losers in an Entrepreneurial Lending Experiment,0,,ok_no_funders
10.1257/aer.20241305,AER,2025,The Negligible Effect of Free Contraception on Fertility: Experimental Evidence from Burkina Faso,0,,ok_no_funders
10.1257/aer.20240374,AER,2025,Empowering Adolescents to Transform Schools: Lessons from a Behavioral Targeting,0,,ok_no_funders
10.1257/aer.20191657,AER,2021,Pay Me Later: Savings Constraints and the Demand for Deferred Payments,0,,ok_no_funders
10.1257/aer.20220711,AER,2024,Indirect Effects of Access to Finance,0,,ok_no_funders
10.1257/aer.20220296,AER,2024,Investing in the Next Generation: The Long-Run Impacts of a Liquidity Shock,0,,ok_no_funders
10.1257/aer.20230758,AER,2025,Leaders in Social Movements: Evidence from Unions in Myanmar,0,,ok_no_funders
10.1257/aer.20240119,AER,2025,Drivers of Change: Employment Responses to the Lifting of the Saudi Female Driving Ban,0,,ok_no_funders
10.1257/aer.20190565,AER,2022,Vulnerability and Clientelism,0,,ok_no_funders
10.1257/aer.20230947,AER,2025,Effects of Enhanced Legal Aid in Child Welfare: Evidence from a Randomized Trial of Mi Abogado,0,,ok_no_funders
10.1257/aeri.20190382,AERI,2021,Connecting the Countryside via E-Commerce: Evidence from China,0,,ok_no_funders
10.1257/aeri.20200667,AERI,2021,Long-Term Effects of the Targeting the Ultra Poor Program,0,,ok_no_funders
10.1257/aeri.20230431,AERI,2025,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,0,,ok_no_funders
10.1257/aeri.20230069,AERI,2024,Cash and Conflict: Large-Scale Experimental Evidence from Niger,0,,ok_no_funders
10.1257/aeri.20210612,AERI,2022,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,0,,ok_no_funders
10.1257/aeri.20220427,AERI,2023,Cognitive Behavioral Therapy Reduces Crime and Violence over Ten Years: Experimental Evidence,0,,ok_no_funders
10.1257/aeri.20220566,AERI,2023,Hiring Frictions and the Promise of Online Job Portals: Evidence from India,0,,ok_no_funders
10.1257/aeri.20220321,AERI,2023,Ghosting the Tax Authority: Fake Firms and Tax Fraud in Ecuador,0,,ok_no_funders
10.1257/aeri.20230594,AERI,2025,Promotions and Productivity: The Role of Meritocracy and Pay Progression in the Public Sector,0,,ok_no_funders
10.1257/aeri.20200723,AERI,2022,Gotta Have Money to Make Money? Bargaining Behavior and Financial Need of Microentrepreneurs,0,,ok_no_funders
10.1257/aeri.20220696,AERI,2024,Can Financial Incentives to Firms Improve Apprenticeship Training? Experimental Evidence from Ghana,0,,ok_no_funders
10.1257/aeri.20230156,AERI,2024,The Fading Treatment Effects of a Multifaceted Asset-Transfer Program in Ethiopia,0,,ok_no_funders
10.1257/aeri.20240058,AERI,2025,Surviving Bad News: Health Information without Treatment Options,0,,ok_no_funders
10.1257/aeri.20240581,AERI,2025,Long-Term and Lasting Impacts of Personal Initiative Training on Entrepreneurial Success,0,,ok_no_funders
10.1257/app.20190396,AEJ_Applied,2021,Subsidies and the African Green Revolution: Direct Effects and Social Network Spillovers of Randomized Input Subsidies in Mozambique,0,,ok_no_funders
10.1257/app.20180340,AEJ_Applied,2021,Growing Markets through Business Training for Female Entrepreneurs: A Market-Level Randomized Experiment in Kenya,0,,ok_no_funders
10.1257/app.20190783,AEJ_Applied,2021,Improving Last-Mile Service Delivery Using Phone-Based Monitoring,0,,ok_no_funders
10.1257/app.20200025,AEJ_Applied,2022,LinkedIn(to) Job Opportunities: Experimental Evidence from Job Readiness Training,0,,ok_no_funders
10.1257/app.20210011,AEJ_Applied,2022,Inefficient Water Pricing and Incentives for Conservation,0,,ok_no_funders
10.1257/app.20190568,AEJ_Applied,2021,Rational Habit Formation: Experimental Evidence from Handwashing in India,0,,ok_no_funders
10.1257/app.20220037,AEJ_Applied,2024,Private Input Suppliers as Information Agents for Technology Adoption in Agriculture,0,,ok_no_funders
10.1257/app.20200503,AEJ_Applied,2023,Are Small Firms Labor Constrained? Experimental Evidence from Ghana,0,,ok_no_funders
10.1257/app.20200306,AEJ_Applied,2022,Using Individual-Level Randomized Treatment to Learn about Market Structure,0,,ok_no_funders
10.1257/app.20210583,AEJ_Applied,2023,Uncovering Peer Effects in Social and Academic Skills,0,,ok_no_funders
10.1257/app.20210571,AEJ_Applied,2023,Hidden Income and the Perceived Returns to Migration,0,,ok_no_funders
10.1257/app.20220532,AEJ_Applied,2024,"Noise, Cognitive Function, and Worker Productivity",0,,ok_no_funders
10.1257/app.20210683,AEJ_Applied,2023,Is It Who You Are or What You Get? Comparing the Impacts of Loans and Grants for Microenterprise Development,0,,ok_no_funders
10.1257/app.20200639,AEJ_Applied,2023,Adverse Selection in Low-Income Health Insurance Markets: Evidence from an RCT in Pakistan,0,,ok_no_funders
10.1257/app.20210266,AEJ_Applied,2023,Does Exposure to Other Ethnic Regions Promote National Integration? Evidence from Nigeria,0,,ok_no_funders
10.1257/app.20210041,AEJ_Applied,2022,The Effects of Working While in School: Evidence from Employment Lotteries,0,,ok_no_funders
10.1257/app.20220072,AEJ_Applied,2024,Digital Information Provision and Behavior Change: Lessons from Six Experiments in East Africa,0,,ok_no_funders
10.1257/app.20230227,AEJ_Applied,2025,"Childcare, Labor Supply, and Business Development: Experimental Evidence from Uganda",0,,ok_no_funders
10.1257/app.20200721,AEJ_Applied,2022,Incentivized Peer Referrals for Tuberculosis Screening: Evidence from India,0,,ok_no_funders
10.1257/app.20230672,AEJ_Applied,2025,"Information Systems, Service Delivery, and Corruption: Evidence From the Bangladesh Civil Service",0,,ok_no_funders
10.1257/app.20190722,AEJ_Applied,2021,Does Patient Demand Contribute to the Overuse of Prescription Drugs?,0,,ok_no_funders
10.1257/app.20220088,AEJ_Applied,2024,Public Information Is an Incentive for Politicians: Experimental Evidence from Delhi Elections,0,,ok_no_funders
10.1257/app.20190220,AEJ_Applied,2021,Different Strokes for Different Folks? Experimental Evidence on the Effectiveness of Input and Output Incentive Contracts for Health Care Providers with Varying Skills,0,,ok_no_funders
10.1257/app.20220443,AEJ_Applied,2024,"Schoolgirls, Not Brides: Education as a Shield against Child Marriage",0,,ok_no_funders
10.1257/app.20210180,AEJ_Applied,2021,Discriminatory Lending: Evidence from Bankers in the Lab,0,,ok_no_funders
10.1257/app.20230108,AEJ_Applied,2025,"Sustainable Poverty Reduction through Social Assistance: Modality, Context, and Complementary Programming in Bangladesh",0,,ok_no_funders
10.1257/app.20210248,AEJ_Applied,2024,"What’s Behind Her Smile? Health, Looks, and Self-Esteem",0,,ok_no_funders
10.1257/app.20220047,AEJ_Applied,2024,Spillovers without Social Interactions in Urban Sanitation,0,,ok_no_funders
10.1257/app.20190497,AEJ_Applied,2021,Teaching Labor Laws: Evidence from a Randomized Control Trial in South Africa,0,,ok_no_funders
10.1257/app.20230150,AEJ_Applied,2025,Can Development Programs Counter Insurgencies? Evidence from a Field Experiment in Afghanistan<sup>†</sup>,0,,ok_no_funders
10.1257/pol.20190664,AEJ_EP,2021,"Improving Police Performance in Rajasthan, India: Experimental Evidence on Incentives, Managerial Autonomy, and Training",0,,ok_no_funders
10.1257/pol.20200123,AEJ_EP,2022,"Technology, Taxation, and Corruption: Evidence from the Introduction of Electronic Tax Filing",0,,ok_no_funders
10.1257/pol.20210121,AEJ_EP,2023,Expanding Access to Clean Water for the Rural Poor: Experimental Evidence from Malawi,0,,ok_no_funders
10.1257/pol.20200713,AEJ_EP,2022,"Engaging Teachers with Technology Increased Achievement, Bypassing Teachers Did Not",0,,ok_no_funders
10.1257/pol.20200563,AEJ_EP,2023,"Student Performance, Peer Effects, and Friend Networks: Evidence from a Randomized Peer Intervention",0,,ok_no_funders
10.1257/pol.20200778,AEJ_EP,2022,Adviser Value Added and Student Outcomes: Evidence from Randomly Assigned College Advisers,0,,ok_no_funders
10.1257/pol.20210202,AEJ_EP,2023,Incentivizing School Attendance in the Presence of Parent-Child Information Frictions,0,,ok_no_funders
10.1257/pol.20230620,AEJ_EP,2025,"Transmitting Rights: Effective Cooperation, Inter-gender Contact, and Student Achievement",0,,ok_no_funders
10.1257/pol.20230283,AEJ_EP,2025,Informing Mothers about the Benefits of Conversing with Infants: Experimental Evidence from Ghana,0,,ok_no_funders
10.1257/pol.20240183,AEJ_EP,2025,Social Welfare Portability and Migration: Evidence from India’s Public Distribution System,0,,ok_no_funders
10.3982/ecta17945,ECMA,2022,General Equilibrium Effects of Cash Transfers: Experimental Evidence From Kenya,2,International Growth Centre | Pershing Square Foundation,ok
10.3982/ecta18916,ECMA,2023,Selection Into Credit Markets: Evidence From Agriculture in Mali,0,,ok_no_funders
10.3982/ecta17497,ECMA,2021,Information Technology and Government Decentralization: Experimental Evidence From Paraguay,1,International Growth Centre,ok
10.3982/ecta19127,ECMA,2024,Adapting to Climate Risk With Guaranteed Credit: Evidence From Bangladesh,1,Benelux Association for Stable Isotope Scientists,ok
10.3982/ecta18422,ECMA,2024,Peak‐Hour Road Congestion Pricing: Experimental Evidence and Equilibrium Implications,3,International Growth Centre | Abdul Latif Jameel Poverty Action Lab (J-PAL) | Urban Institute,ok
10.3982/ecta19959,ECMA,2024,The State Capacity Ceiling on Tax Rates: Evidence From Randomized Tax Abatements in the DRC,0,,ok_no_funders
10.3982/ecta19408,ECMA,2024,Multinational Enforcement of Labor Law: Experimental Evidence on Strengthening Occupational Safety and Health Committees,6,"National Alliance for Accessible Golf | Enterprise Community Partners | International Growth Centre | Abdul Latif Jameel Poverty Action Lab (J-PAL) | Sylff Association | University of California, Berkeley",ok
10.3982/ecta19303,ECMA,2025,"Fisher–Schultz Lecture: Generic Machine Learning Inference on Heterogeneous Treatment Effects in Randomized Experiments, With an Application to Immunization in India",2,National Science Foundation | Agence Française de Développement,ok
10.3982/ecta18181,ECMA,2023,General Equilibrium Effects of (Improving) Public Employment Programs: Experimental Evidence From India,1,Bill & Melinda Gates Foundation,ok
10.3982/ecta21567,ECMA,2025,Bayesian Impact Evaluation With Informative Priors: An Application to a Colombian Management and Export Improvement Program,1,World Bank Group,ok
10.1093/qje/qjab009,QJE,2021,Building Social Cohesion in Ethnically Mixed Schools: An Intervention on Perspective Taking,3,J-PAL's Crime and Violence Initiative | IPA's Peace & Recovery Program | Economic and Social Research Council,ok
10.1093/qje/qjae025,QJE,2024,Social Signaling and Childhood Immunization: A Field Experiment in Sierra Leone,10,"William and Flora Hewlett Foundation | International Growth Centre | National Institutes of Health | Weiss Family Fund for Research in Development | UNICEF | University of California, Berkeley | Princeton University | IRB | American Economic Association | RCT",ok
10.1093/qje/qjab013,QJE,2021,The Economic Consequences of Increasing Sleep Among the Urban Poor,4,"National Institute on Aging | National Institutes of Health | National Heart, Lung, and Blood Institute | Indian Council of Medical Research",ok
10.1093/qje/qjae038,QJE,2024,Do Financial Concerns Make Workers Less Productive?,0,,ok_no_funders
10.1093/qje/qjac034,QJE,2022,Improving Workplace Climate in Large Corporations: A Clustered Randomized Intervention,0,,ok_no_funders
10.1093/qje/qjac032,QJE,2022,Corruption in Customs,1,World Bank Group,ok
10.1093/qje/qjae003,QJE,2024,Digital Collateral,0,,ok_no_funders
10.1093/qje/qjae018,QJE,2024,Using Divide-and-Conquer to Improve Tax Collection,0,,ok_no_funders
10.1093/qje/qjac019,QJE,2022,Improving Management Through Worker Evaluations: Evidence from Auto Manufacturing,0,,ok_no_funders
10.1093/qje/qjaf009,QJE,2025,Can Pollution Markets Work in Developing Countries? Experimental Evidence from India,0,,ok_no_funders
10.1093/qje/qjaf026,QJE,2025,Sexual Harassment in Public Spaces and Police Patrols: Experimental Evidence from Urban India,0,,ok_no_funders
10.1093/qje/qjae043,QJE,2024,Cognitive Endurance as Human Capital,0,,ok_no_funders
10.1093/qje/qjab029,QJE,2021,The Allocation of Authority in Organizations: A Field Experiment with Bureaucrats,0,,ok_no_funders
10.1093/qje/qjab045,QJE,2021,Why Do People Stay Poor?,0,,ok_no_funders
10.1086/717891,JPE,2021,How Much Does Your Boss Make? The Effects of Salary Comparisons,0,,ok_no_funders
10.1086/726237,JPE,2023,Investing with the Government: A Field Experiment in China,0,,ok_no_funders
10.1086/724320,JPE,2023,Returns to On-the-Job Soft Skills Training,0,,ok_no_funders
10.1086/720466,JPE,2022,Poor and Rational: Decision-Making under Scarcity,0,,ok_no_funders
10.1086/728109,JPE,2023,Augmenting State Capacity for Child Development: Experimental Evidence from India,0,,ok_no_funders
10.1086/734133,JPE,2024,Misconduct and Reputation under Imperfect Information,0,,ok_no_funders
10.1086/728744,JPE,2023,Preschool Quality and Child Development,0,,ok_no_funders
10.1086/727288,JPE,2023,Impacts of a Large-Scale Parenting Program: Experimental Evidence from Chile,0,,ok_no_funders
10.1086/736212,JPE,2025,Religious Divisions and Production Technology: Experimental Evidence from India,0,,ok_no_funders
10.1086/736209,JPE,2025,Can Redistribution Change Policy Views? Aid and Attitudes toward Refugees,0,,ok_no_funders
10.1086/732886,JPE,2024,Enhancing Human Capital in Children: A Case Study on Scaling,0,,ok_no_funders
10.1086/735511,JPE,2025,The Allocation of Incentives in Multilayered Organizations: Evidence from a Community Health Program in Sierra Leone,0,,ok_no_funders
10.1093/restud/rdab005,RES,2021,Improving Management with Individual and Group-Based Consulting: Results from a Randomized Experiment in Colombia,0,,ok_no_funders
10.1093/restud/rdad065,RES,2023,Changes in Social Network Structure in Response to Exposure to Formal Credit Markets,3,National Science Foundation | AFOSR and DARPA | ARO MURI,ok
10.1093/restud/rdae026,RES,2024,Good Politicians: Experimental Evidence on Motivations for Political Candidacy and Government Performance,0,,ok_no_funders
10.1093/restud/rdab021,RES,2021,Migration and Informal Insurance: Evidence from a Randomized Controlled Trial and a Structural Model,0,,ok_no_funders
10.1093/restud/rdae003,RES,2024,Information and Bargaining through Agents: Experimental Evidence from Mexico’s Labour Courts,0,,ok_no_funders
10.1093/restud/rdaf006,RES,2025,"Melons as Lemons: Asymmetric Information, Consumer Learning and Seller Reputation",0,,ok_no_funders
10.1093/restud/rdad068,RES,2023,When Less Is More: Experimental Evidence on Information Delivery During India’s Demonetisation,1,National Science Foundation,ok
10.1093/restud/rdad026,RES,2023,"Credit Access, Selection, and Incentives in a Market for Asset-Collateralized Loans: Evidence From Kenya",0,,ok_no_funders
10.1093/restud/rdaf026,RES,2025,Creating Cohesive Communities: A Youth Camp Experiment in India,0,,ok_no_funders
10.1093/restud/rdae024,RES,2024,Private Sector Provision as an “Escape Valve”: The Mexico Diabetes Experiment,0,,ok_no_funders
10.1093/restud/rdae112,RES,2024,Consumer Surplus of Alternative Payment Methods,0,,ok_no_funders
10.1093/restud/rdae074,RES,2024,Optimal Pricing of a New Utility Service: The Case of Piped Water in Vietnam,0,,ok_no_funders
10.1093/restud/rdaf079,RES,2025,"Contract Terms, Employment Shocks, and Default in Credit Cards",0,,ok_no_funders
10.1162/rest_a_01061,RESTAT,2021,"Cash Transfers, Food Prices, and Nutrition Impacts on Ineligible Children",0,,ok_no_funders
10.1162/rest_a_01043,RESTAT,2021,The Impact of Emergency Cash Assistance in a Pandemic: Experimental Evidence from Colombia,0,,ok_no_funders
10.1162/rest_a_01093,RESTAT,2021,Cognitive Biases: Mistakes or Missing Stakes?,0,,ok_no_funders
10.1162/rest_a_01074,RESTAT,2021,Advancing the Agency of Adolescent Girls,0,,ok_no_funders
10.1162/rest_a_01404,RESTAT,2024,Harvesting the Rain: The Adoption of Environmental Technologies in the Sahel,0,,ok_no_funders
10.1162/rest_a_01333,RESTAT,2023,Is Mobile Money Changing Rural Africa? Evidence from a Field Experiment,0,,ok_no_funders
10.1162/rest_a_01041,RESTAT,2021,Cash Transfers and Migration: Theory and Evidence from a Randomized Controlled Trial,0,,ok_no_funders
10.1162/rest_a_01217,RESTAT,2022,NGOs and the Effectiveness of Interventions,0,,ok_no_funders
10.1162/rest_a_01182,RESTAT,2022,Raising Health Awareness in Rural Communities: A Randomized Experiment in Bangladesh and India,0,,ok_no_funders
10.1162/rest_a_01296,RESTAT,2023,Identity Verification Standards in Welfare Programs: Experimental Evidence from India,0,,ok_no_funders
10.1162/rest_a_01500,RESTAT,2024,Can a Trusted Messenger Change Behavior When Information Is Plentiful? Evidence from the First Months of the COVID-19 Pandemic in West Bengal,0,,ok_no_funders
10.1162/rest_a_01285,RESTAT,2023,"Low-Quality Seeds, Labor Supply, and Economic Returns: Experimental Evidence from Tanzania",0,,ok_no_funders
10.1162/rest_a_01086,RESTAT,2021,Saving for Multiple Financial Needs: Evidence from Lockboxes and Mobile Money in Malawi,0,,ok_no_funders
10.1162/rest_a_01247,RESTAT,2022,Ask a Local: Improving the Public Pricing of Land Titles in Urban Tanzania,0,,ok_no_funders
10.1162/rest_a_01359,RESTAT,2023,When Transparency Fails: Financial Incentives for Local Banking Agents in Indonesia,0,,ok_no_funders
10.1162/rest_a_01487,RESTAT,2024,Language Barriers in Multinationals and Knowledge Transfers,0,,ok_no_funders
10.1162/rest_a_01337,RESTAT,2023,Five-Year Impacts of Group-Based Financial Education and Savings Promotion for Ugandan Youth,0,,ok_no_funders
10.1162/rest_a_01379,RESTAT,2023,Financing Municipal Water and Sanitation Services in Nairobi’s Informal Settlements,0,,ok_no_funders
10.1162/rest_a_01219,RESTAT,2022,Skeptical Employers: Experimental Evidence on Biased Beliefs Constraining Firm Growth,0,,ok_no_funders
10.1162/rest_a_01529,RESTAT,2024,A Firm of One's Own: Experimental Evidence on Credit Constraints and Occupational Choice,0,,ok_no_funders
10.1162/rest_a_01433,RESTAT,2024,"Biometric Monitoring, Service Delivery, and Misreporting: Evidence from Healthcare in India",0,,ok_no_funders
10.1162/rest_a_01537,RESTAT,2024,Improving Workers' Performance in Small Firms: A Randomized Experiment on Goal Setting in Ghana,0,,ok_no_funders
10.1162/rest_a_01135,RESTAT,2021,The Impact of Short-Term Employment for Low-Income Youth: Experimental Evidence from the Philippines,0,,ok_no_funders
10.1162/rest_a_01082,RESTAT,2021,Skill Versus Voice in Local Development,0,,ok_no_funders
10.1162/rest_a_01593,RESTAT,2025,"Subsidies, Information, and the Timing of Children's Health Care in Mali",0,,ok_no_funders
10.1162/rest_a_01587,RESTAT,2025,The Selection Effects of Part-Time Work: Experimental Evidence from a Large-Scale Recruitment Drive,0,,ok_no_funders
10.1162/rest.a.275,RESTAT,2025,Heat and Team Production: Experimental Evidence from Bangladesh,0,,ok_no_funders
10.1162/rest.a.278,RESTAT,2025,Agricultural Transformation and Farmers' Expectations: Experimental Evidence from Uganda,0,,ok_no_funders
10.1162/rest.a.286,RESTAT,2025,Monitoring Technology: The Impact of Body-Worn Cameras on Citizen-Police Interactions,0,,ok_no_funders
10.1162/rest.a.1622,RESTAT,2025,Conscientiousness in the Workplace: Evidence from a Field Experiment in West Africa,0,,ok_no_funders
10.1162/rest.a.1689,RESTAT,2025,The Long-Term Impact of High School Financial Education: Evidence from Brazil,0,,ok_no_funders
10.1162/rest.a.1693,RESTAT,2025,"Sex, Power, and Adolescence: Intimate Partner Violence and Sexual Behaviors",0,,ok_no_funders
10.1093/ej/ueab071,EJ,2021,Screening and Signalling Non-Cognitive Skills: Experimental Evidence from Uganda,0,,ok_no_funders
10.1093/ej/ueac084,EJ,2022,Is School-Based Financial Education Effective? Immediate and Long-Lasting Impacts on High School Students,0,,ok_no_funders
10.1093/ej/ueac018,EJ,2022,"Transfers, Diversification and Household Risk Strategies: Can Productive Safety Nets Help Households Manage Climatic Variability?",0,,ok_no_funders
10.1093/ej/ueae012,EJ,2024,Bundling Genetic and Financial Technologies for More Resilient and Productive Small-Scale Farmers in Africa,0,,ok_no_funders
10.1093/ej/ueab007,EJ,2021,Psychological Effects of Poverty on Time Preferences,0,,ok_no_funders
10.1093/ej/ueae025,EJ,2024,Kinship Taxation as an Impediment to Growth: Experimental Evidence from Kenyan Microenterprises,0,,ok_no_funders
10.1093/ej/uead083,EJ,2023,Is Digital Credit Filling a Hole or Digging a Hole? Evidence from Malawi,1,Bill & Melinda Gates Foundation,ok
10.1093/ej/uead102,EJ,2023,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,1,"Department of Foreign Affairs and Trade, Australian Government",ok
10.1093/ej/ueab027,EJ,2021,Voter Mobilisation and Trust in Electoral Institutions: Evidence from Kenya,0,,ok_no_funders
10.1093/ej/ueae008,EJ,2024,Making Policies Matter: Voter Responses to Campaign Promises,0,,ok_no_funders
10.1093/ej/ueac001,EJ,2022,"Expectations, Wage Hikes and Worker Voice",0,,ok_no_funders
10.1093/ej/ueaf026,EJ,2025,Matching Frictions and Distorted Beliefs: Evidence from a Job Fair Experiment,2,American Economic Association | Department of Economics of the University of Oxford,ok
10.1093/ej/ueae003,EJ,2024,Experimental Evidence on Four Policies to Increase Learning at Scale,0,,ok_no_funders
10.1093/ej/uead075,EJ,2023,Management Practices and Quality of Care: Evidence from the Private Health Care Sector in Tanzania,2,Health Systems Research Initiative | Wellcome Trust,ok
10.1093/ej/ueae017,EJ,2024,Improving Administrative Data at Scale: Experimental Evidence on Digital Testing in Indian Schools,0,,ok_no_funders
10.1093/ej/ueae097,EJ,2024,Acceptance of Inequality Between Children: Large-Scale Experimental Evidence from China and Norway,3,Institute for Applied International Studies | European Research Council | Research Council of Norway,ok
10.1093/ej/ueae024,EJ,2024,Borrowing Constraints and Demand for Remedial Education: Evidence from Tanzania,0,,ok_no_funders
10.1093/ej/ueaf009,EJ,2025,"Yellow Pages: Information, connections and firm performance",0,,ok_no_funders
10.1093/ej/ueaf116,EJ,2025,Give Me a Pass: Flexible Credit for Entrepreneurs in Colombia,0,,ok_no_funders
10.1093/ej/ueaf122,EJ,2025,Wheels of Change: Transforming Girls’ Lives with Bicycles,0,,ok_no_funders
10.1093/ej/uead001,EJ,2023,Long-Run Effects of Aid: Forecasts and Evidence from Sierra Leone,0,,ok_no_funders
10.1093/ej/ueae050,EJ,2024,Cash Versus Kind: Benchmarking a Child Nutrition Program Against Unconditional Cash Transfers in Rwanda,0,,ok_no_funders
10.1093/ej/ueae014,EJ,2024,Telementoring and Homeschooling During School Closures: a Randomised Experiment in Rural Bangladesh,0,,ok_no_funders
10.1093/ej/ueaf012,EJ,2025,"Reducing Bias Among Health Care Providers: Experimental Evidence from Tanzania, Burkina Faso and Pakistan",1,Bill & Melinda Gates Foundation,ok
10.1093/ej/ueaf071,EJ,2025,Expectations and Adaptation to Environmental Threats,5,International Growth Centre | Lahore University of Management Sciences | Abdul Latif Jameel Poverty Action Lab (J-PAL) | Williams College Center for Development Economics | University of the South,ok
10.1093/ej/ueaf042,EJ,2025,Do capital grants improve microenterprise productivity?,0,,ok_no_funders
10.1093/ej/ueae053,EJ,2024,Demand for Commitment in Credit and Saving Contracts: A Field Experiment,0,,ok_no_funders
10.1093/ej/ueaf014,EJ,2025,Scared Straight or Scared to Death? Fatalism in Response to Disease Risks,0,,ok_no_funders
10.1093/ej/uead115,EJ,2023,Partisan Effects of Information Campaigns in Competitive Authoritarian Elections: Evidence from Bangladesh,0,,ok_no_funders
10.1093/ej/ueac066,EJ,2022,‘I Still Haven't Found What I'm Looking For’: Evidence of Directed Search from a Field Experiment*,0,,ok_no_funders
