doi,journal_short,publication_year,title,matched_file,n_pages,has_irb_mention,terms_matched,n_mentions,pages_with_mentions,snippets,extraction_status,snapshot_utc
10.1016/j.jdeveco.2021.102780,JDE,2021,Social protection amidst social upheaval: Examining the impact of a multi-faceted program for ultra-poor households in Yemen,1-s2.0-S0304387821001395-main.pdf,12,True,IRB,1,1,"[p1|IRB] ..., as well as the Ford Foundation (in particular, Frank deGiovanni) and the UK Department for International Development for funding support. IRB approval from Yale University #1006006972. All errors and opinions are our own. * Corresponding author. E-mail addresses: lasse.brune@north...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2021.102781,JDE,2021,Unpacking a multi-faceted program to build sustainable income for the very poor,1-s2.0-S0304387821001401-mainext.pdf,13,True,IRB | human subjects,5,1,"[p1|IRB] ...harma lack of wealth is all that stops the poor, which would of course vastly ☆ Approval from the Yale University Human Subjects Committee, IRB #0705002656, 1002006308, 1006007026, and 1011007628; and from the Innovations for Poverty Action Human Subjects Committee, IRB Protocol #19...  ||  [p1|IRB] ...s Committee, IRB #0705002656, 1002006308, 1006007026, and 1011007628; and from the Innovations for Poverty Action Human Subjects Committee, IRB Protocol #19.08 January-002, 09 December-003, 59.10 June-002, and 10 November-003.494. Thanks to the Ford Foundation, and 3ie for funding....  ||  [p1|human subjects] ...e University Human Subjects Committee, IRB #0705002656, 1002006308, 1006007026, and 1011007628; and from the Innovations for Poverty Action Human Subjects Committee, IRB Protocol #19.08 January-002, 09 December-003, 59.10 June-002, and 10 November-003.494. Thanks to the Ford Foundation, and 3i...  ||  [p1|human subjects|despaced] ...epoor,whichwouldofcoursevastly☆approvalfromtheyaleuniversityhumansubjectscommittee,irb#0705002656,1002006308,1006007026,and1011007628...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2021.102784,JDE,2021,Relative power: Explaining the effects of food and cash transfers on allocative behaviour in rural Nepalese households,1-s2.0-S0304387821001425-main.pdf,18,True,ethical/ethics | ethical/ethics approval,5,12,"[p12|ethical/ethics] ...hand, may be classified as a ‘gender-transformative’ intervention because they can increase the equity in the allocation of multiple foods Ethics (in part) by increasing the relative bargaining power of junior women within the household (Dworkin et al., 2015). Although we cannot make...  ||  [p12|ethical/ethics] ...) by increasing the relative bargaining power of junior women within the household (Dworkin et al., 2015). Although we cannot make Research ethics approval was obtained from the Nepal Health causal claims about these bargaining processes, our exploratory analyses Research Council (108/...  ||  [p12|ethical/ethics] ...alth causal claims about these bargaining processes, our exploratory analyses Research Council (108/2012) and the University College London Ethical indicate that effects on intergenerational bargaining power can mediate Review Committee (4198/001). Women gave consent by signature or the...  ||  [p12|ethical/ethics approval|despaced] ...thehousehold(dworkinetal.,2015).althoughwecannotmakeresearchethicsapprovalwasobtainedfromthenepalhealthcausalclaimsaboutthesebargainin...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2021.102788,JDE,2021,Site-specific agronomic information and technology adoption: A field experiment from Ethiopia,1-s2.0-S0304387821001450-main.pdf,12,True,ethical/ethics | ethical/ethics approval,4,1,"[p1|ethical/ethics] ...ged. We also thank the Oromia Insurance Company (OIC) for their collaboration in providing crop insurance for selected farmers. We received ethical approval for the field experiment from Trinity College Dublin, Faculty of Arts, Humanities and Social Sciences Research Ethics Committee in...  ||  [p1|ethical/ethics] ...We received ethical approval for the field experiment from Trinity College Dublin, Faculty of Arts, Humanities and Social Sciences Research Ethics Committee in January 2018. * Corresponding author. E-mail addresses: hailemariam.tiruneh@qeh.ox.ac.uk (H. Ayalew), jordan.chamberlin@gmail....  ||  [p1|ethical/ethics approval|despaced] ...orationinprovidingcropinsuranceforselectedfarmers.wereceivedethicalapprovalforthefieldexperimentfromtrinitycollegedublin,facultyofarts,...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2021.102807,JDE,2022,Impacts of industrial and entrepreneurial jobs on youth: 5-year experimental evidence on factory job offers and cash grants in Ethiopia,1-s2.0-S0304387821001619-main.pdf,15,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2021.102810,JDE,2022,Restricted access: How the internet can be used to promote reading and learning,1-s2.0-S0304387821001632-main.pdf,18,True,ethical/ethics,3,2;16,"[p2|ethical/ethics] ...erage accessduringtermtime. studentdidspend22percentoftheirtimeonpagesrelatedtotheschool The design of this study took into account several ethical consid- syllabus.TheyspentmorethantwiceasmuchtimeonBiology-related erations. First, Wikipedia contains information on topics that some page...  ||  [p16|ethical/ethics] ...tained. own. This study was approved by the University of Toronto Research Given the pace of internet adoption, we faced a tradeoff between Ethics Board and the Malawi National Committee on Research Ethics clearexperimentaldesignandbroadexternalvalidity.Wechosetoim- in the Social Scien...  ||  [p16|ethical/ethics] ...oronto Research Given the pace of internet adoption, we faced a tradeoff between Ethics Board and the Malawi National Committee on Research Ethics clearexperimentaldesignandbroadexternalvalidity.Wechosetoim- in the Social Sciences and Humanities (P08/17/204). The study was plementourex...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2021.102815,JDE,2022,Can virtual replace in-person coaching? Experimental evidence on teacher professional development and student learning,1-s2.0-S0304387821001668-main.pdf,15,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102820,JDE,2022,Heterogenous teacher effects of two incentive schemes: Evidence from a low-income country,1-s2.0-S0304387822000049-main.pdf,8,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102846,JDE,2022,Aspirations and financial decisions: Experimental evidence from the Philippines,1-s2.0-S0304387822000244-main.pdf,20,True,IRB | ethical/ethics,3,1;8,"[p1|IRB] ...ch Support Budget (RSB) for funding this research. Matthew Groh and Jose Marie Gonzalez provided excellent research assistance. We obtained IRB approval from the Innovations for Poverty Action IRB (12 September-003). The findings, interpretations, and conclusions expressed in this p...  ||  [p1|IRB] ...tthew Groh and Jose Marie Gonzalez provided excellent research assistance. We obtained IRB approval from the Innovations for Poverty Action IRB (12 September-003). The findings, interpretations, and conclusions expressed in this paper are those of the authors. They do not necessaril...  ||  [p8|ethical/ethics] ...om making on investment arose. current sacrifices for future gains.14 The knowledge intervention gets Our findings also highlight important ethical considerations for individuals to think of their future selves through lifecycle planning and development programs as well as research stud...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102851,JDE,2022,Overcoming smallholder farmers’ post-harvest constraints through harvest loans and storage technology: Insights from a randomized controlled trial in Tanzania,1-s2.0-S030438782200027X-main.pdf,26,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102870,JDE,2022,Active learning improves financial education: Experimental evidence from Uganda,1-s2.0-S0304387822000426-main.pdf,9,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102875,JDE,2022,Using household grants to benchmark the cost effectiveness of a USAID workforce readiness program,1-s2.0-S0304387822000451-main.pdf,25,True,IRB,1,1,"[p1|IRB] ...mation:ThisstudyisregisteredwiththeAEATrialRegistryasNumberAEARCTR-0004388,andiscoveredbyRwandaNationalEthicsCommittee IRB114/RNEC/2017,IPA-IRB:14609,andUCSDIRB161112.TheresearchwaspaidforbyUSAIDgrantAID-0AA-A-13-00002(SUB00009051).Wethankthe Education Development Center, GiveDirect...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102885,JDE,2022,Filling a niche? The maize productivity impacts of adaptive breeding by a local seed company in Kenya,1-s2.0-S0304387822000517-main.pdf,18,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102893,JDE,2022,When student incentives do not work: Evidence from a field experiment in Malawi,1-s2.0-S0304387822000566-main.pdf,14,True,Institutional Review Board,1,1,"[p1|Institutional Review Board|despaced] ...scienceandtechnologyinmalawi(protocolnumber:p.12/14/25)and2)institutionalreviewboard,cornelluniversity(irbapprovalnumber:1505005578).thedataandr...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102896,JDE,2022,Evaluating the distributive effects of a micro-credit intervention,1-s2.0-S030438782200058X-main.pdf,13,True,ethical/ethics,1,2,"[p2|ethical/ethics] ...epresentsthedegreeofinequalityaversion.Thusthewelfare efficiencyeffects.Incontrast,thewelfareimpactsoftheGRAILandGBL function 𝑈(⋅) reflects ethical judgments by the external observer, aid schemesarenon-significantatallvaluesof𝜃.Boththedifferenceinthe donor or social planner, in the ‘‘ex...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102911,JDE,2022,Targeting in tax behavior: Evidence from Rwandan firms,1-s2.0-S0304387822000700-main.pdf,17,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102914,JDE,2022,Protecting infants from natural disasters: The case of vitamin A supplementation and a tornado in Bangladesh,1-s2.0-S0304387822000724-main.pdf,10,True,Institutional Review Board | ethical/ethics,3,3,"[p3|Institutional Review Board] ...These trials and the tornado survey referred to below were all approved theapproximately19,000infantsthatwerepartofthenewborntrial, by the Institutional Review Board of the Bloomberg School of Public around 16,000 received supplementation or placebo directly at birth Health, Johns Hopkins University, and...  ||  [p3|ethical/ethics] ...he Bloomberg School of Public around 16,000 received supplementation or placebo directly at birth Health, Johns Hopkins University, and the Ethics Committee of the (or shortly thereafter) and were followed until 6 months after birth. Bangladesh Medical Research Council. Each of the tri...  ||  [p3|Institutional Review Board|despaced] ...pproximately19,000infantsthatwerepartofthenewborntrial,bytheinstitutionalreviewboardofthebloombergschoolofpublicaround16,000receivedsupplementat...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102915,JDE,2022,Women’s use of family planning services: An experiment on the husband’s involvement,1-s2.0-S0304387822000736-main.pdf,14,True,ethical/ethics approval,1,1,"[p1|ethical/ethics approval|despaced] ...edata(http://egap.org/registration/2862).thisprojectreceivedethicsapprovalfromtheuniversityofeastangliaonoctober3,2016.acknowledgments...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102920,JDE,2022,Trouble with zero: The limits of subsidizing technology adoption,1-s2.0-S0304387822000773-main.pdf,7,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102921,JDE,2022,"Behavioral change promotion, cash transfers and early childhood development: Experimental evidence from a government program in a low-income setting",1-s2.0-S0304387822000785-main.pdf,22,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102929,JDE,2022,Cash transfers as a response to COVID-19: Experimental evidence from Kenya,1-s2.0-S0304387822000840-main.pdf,8,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102933,JDE,2022,When nature calls back: Sustaining behavioral change in rural Pakistan,1-s2.0-S0304387822000864-main.pdf,17,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102942,JDE,2022,The short-lived effects of unconditional cash transfers to refugees,1-s2.0-S0304387822000918-main.pdf,10,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102958,JDE,2022,"Knowledge, stigma, and HIV testing: An analysis of a widespread HIV/AIDS program",1-s2.0-S030438782200102X-main.pdf,18,True,IRB | Institutional Review Board,4,1;9,"[p1|IRB] ...ntwana,inparticularPrince MulondoYosia,KarenRowe,TawandaMadhangi,andObertDarara.Thisstudy’sprotocolswereapprovedbyInstitutionalReviewBoards(IRBs)inMozambique (MinistryofHealth,approvalnumber2233/GMS/002/016)andattheUniversityofMichigan(HealthSciencesandSocialandBehavioralSciencesIRB,...  ||  [p1|Institutional Review Board|despaced] ...damadhangi,andobertdarara.thisstudy’sprotocolswereapprovedbyinstitutionalreviewboards(irbs)inmozambique(ministryofhealth,approvalnumber2233/gms/0...  ||  [p9|IRB] ...://doi.org/10.1257/rct.3990-5.0). Onthatdate,weuploadedourfirstpre-analysisplan(PAP)tothereg- 25 When we started the endline survey, we had IRB approval for only the istry.ThisdatewaspriortotheendlinesurveyandHIVtestingcoupon anti-stigma (item 1 below), HIV/AIDS information (2), and...  ||  [p9|IRB] ..., each to minitreatments 1, 2, 3, or control (item 6 below). After approval 2019).WethenuploadedtheJDEPre-ResultsReviewPapertoourAEA of the IRB amendment adding minitreatments 4 and 5, in the remaining 62 RCT Registry as our second (and final) PAP on July 24, 2019.31 Both communitie...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102959,JDE,2022,Locking crops to unlock investment: Experimental evidence on warrantage in Burkina Faso,1-s2.0-S0304387822001031-main.pdf,21,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102976,JDE,2022,Persuading voters to punish corrupt vote-buying candidates: Experimental evidence from a large-scale radio campaign in India,1-s2.0-S0304387822001183-main.pdf,9,True,IRB,1,1,"[p1|IRB] ...sedonAEA’sRCTRegistryatwww.socialscienceregistry.org/trials/377/history/1710. ThisstudywasreviewedbytheColumbiaUniversityIRB(ProtocolNumber:IRB-AAAN3367). ∗ Correspondingauthor. E-mailaddresses: lschechter@wisc.edu(L.Schechter),svasudevan2@uchicago.edu(S.Vasudevan). 1 According to t...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102981,JDE,2022,Trust and saving in financial institutions by the poor,1-s2.0-S0304387822001237-main.pdf,9,True,human subjects,1,1,[p1|human subjects|despaced] ...sstudyisregisteredwiththeaea-rctidaearctr-0000340andreceivedhumansubjectsapprovalfromipa’sirb.theauthorsgratefullyacknowledgefundingf...,ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102984,JDE,2022,A behavioral intervention to increase preschool attendance in Uruguay,1-s2.0-S0304387822001262-main.pdf,16,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102987,JDE,2022,Can information correct optimistic wage expectations? Evidence from Mozambican job-seekers,1-s2.0-S0304387822001298-main.pdf,14,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102993,JDE,2022,Love in the time of HIV: How beliefs about externalities impact health behavior,1-s2.0-S0304387822001353-main.pdf,10,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102995,JDE,2022,Motivating bureaucrats with behavioral insights when state capacity is weak: Evidence from large-scale field experiments in Peru,1-s2.0-S0304387822001377-main.pdf,19,True,IRB | ethical/ethics,2,1;19,"[p1|IRB] ...0-2018,fundedbyTheWorldBankthroughtheScientificEcosystems,managedbytheColombianMinistryofScience, Technology, and Innovation (MINCIENCIAS). IRB approval was secured with Vanderbilt University (Study 151334). The experiments were registered with the AEARCTregistryunderIDAEARCTR-00037...  ||  [p19|ethical/ethics] ...Tobacco. In: Strech, D., Schultz,P.W.,1999.Changingbehaviorwithnormativefeedbackinterventions:Afield Hirschberg, I., Marckmann, G. (Eds.), Ethics in Public Health and Health Policy. experimentoncurbsiderecycling.BasicAppl.Soc.Psychol.21(1),25–36. Concepts,Methods,CaseStudies.Springer,...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.102999,JDE,2022,No bulls: Experimental evidence on the impact of veterinarian ratings in Pakistan,1-s2.0-S0304387822001419-main.pdf,17,False,,0,,,no_mention,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.103034,JDE,2022,"Pumps, prosperity and household power: Experimental evidence on irrigation pumps and smallholder farmers in Kenya",1-s2.0-S0304387822001766-main.pdf,12,True,ethical/ethics | ethical/ethics approval,3,1,"[p1|ethical/ethics] ...ealsogratefultoAprajitMahajanandtwoanonymousreferees for helpful comments. Trial pre-registered with the AEA RCT Registry, AEARCTR-0002313. Ethical approval by KEMRI/SERU Protocol 564. All errors are our own. ∗ Correspondingauthor. E-mailaddress: j.dyer3@exeter.ac.uk(J.Dyer). 1 See?fora...  ||  [p1|ethical/ethics approval|despaced] ...ts.trialpre-registeredwiththeaearctregistry,aearctr-0002313.ethicalapprovalbykemri/seruprotocol564.allerrorsareourown.∗correspondingaut...",ok,2026-06-09T21:32:24Z
10.1016/j.jdeveco.2022.103035,JDE,2022,Social stigma as a barrier to HIV testing: Evidence from a randomized experiment in Mozambique,1-s2.0-S0304387822001778-main.pdf,9,True,IRB,1,4,"[p4|IRB] ...data.world bank.org/(accessed June 27, 2022). 13 The randomization procedure followed the pre-analysis plan (Yu 2019). 14 Due to a delay in IRB approval, the high-incentive group was introduced in This paper describes the procedure here in a different but equivalent way. only 62 out...",ok,2026-06-09T21:32:24Z
