openalex_id,doi,publication_year,journal_short,author_position,n_authors,author_name,first_name_used,country_iso2,gg_country,gender_raw,gender_coded
https://openalex.org/W4392295937,10.1257/aer.20221215,2024,AER,2,6,Michael Greenstone,Michael,US,usa,male,male
https://openalex.org/W4392295937,10.1257/aer.20221215,2024,AER,3,6,Guojun He,Guojun,HK,,andy,undetermined
https://openalex.org/W4392295937,10.1257/aer.20221215,2024,AER,4,6,Mengdi Liu,Mengdi,CN,,unknown,undetermined
https://openalex.org/W4392295937,10.1257/aer.20221215,2024,AER,5,6,Shaoda Wang,Shaoda,US,,unknown,undetermined
https://openalex.org/W4392295937,10.1257/aer.20221215,2024,AER,6,6,Bing Zhang,Bing,CN,,andy,undetermined
https://openalex.org/W4313303421,10.1257/aer.20191701,2022,AER,1,2,Vasily Korovkin,Vasily,CZ,,male,male
https://openalex.org/W4313303421,10.1257/aer.20191701,2022,AER,2,2,Alexey Makarin,Alexey,IT,,male,male
https://openalex.org/W4310177461,10.1257/aer.20181506,2022,AER,1,2,Niklas Engbom,Niklas,US,,male,male
https://openalex.org/W4310177461,10.1257/aer.20181506,2022,AER,2,2,Christian Moser,Christian,US,usa,mostly_male,male
https://openalex.org/W3124765710,10.1257/aer.20171867,2022,AER,1,3,Mitra Akhtari,Mitra,,,female,female
https://openalex.org/W3124765710,10.1257/aer.20171867,2022,AER,2,3,Diana Moreira,Diana,US,usa,female,female
https://openalex.org/W3124765710,10.1257/aer.20171867,2022,AER,3,3,Laura Trucco,Laura,,,female,female
https://openalex.org/W4298012885,10.1257/aer.20210766,2022,AER,1,2,Susanna Berkouwer,Susanna,US,usa,female,female
https://openalex.org/W4298012885,10.1257/aer.20210766,2022,AER,2,2,Joshua T. Dean,Joshua,US,usa,male,male
https://openalex.org/W4293568589,10.1257/aer.20181249,2022,AER,1,4,Mónica Martínez-Bravo,Mónica,ES,spain,female,female
https://openalex.org/W4293568589,10.1257/aer.20181249,2022,AER,2,4,Gerard Padró i Miquel,Gerard,US,,male,male
https://openalex.org/W4293568589,10.1257/aer.20181249,2022,AER,3,4,Nancy Qian,Nancy,CA,,female,female
https://openalex.org/W4293568589,10.1257/aer.20181249,2022,AER,4,4,Yang Yao,Yang,CN,,andy,undetermined
https://openalex.org/W2783385777,10.1257/aer.20200751,2022,AER,1,3,Reshmaan Hussam,Reshmaan,,,unknown,undetermined
https://openalex.org/W2783385777,10.1257/aer.20200751,2022,AER,2,3,Natalia Rigol,Natalia,,,female,female
https://openalex.org/W2783385777,10.1257/aer.20200751,2022,AER,3,3,Benjamin Roth,Benjamin,,,male,male
https://openalex.org/W2953307258,10.1257/aer.20190830,2021,AER,1,4,Jonas Hjort,Jonas,US,,male,male
https://openalex.org/W2953307258,10.1257/aer.20190830,2021,AER,2,4,Diana Moreira,Diana,US,usa,female,female
https://openalex.org/W2953307258,10.1257/aer.20190830,2021,AER,3,4,Gautam Rao,Gautam,US,,male,male
https://openalex.org/W2953307258,10.1257/aer.20190830,2021,AER,4,4,Juan Francisco Santini,Juan,UG,,male,male
https://openalex.org/W4225134649,10.1257/aer.20201283,2022,AER,1,2,Yiming Cao,Yiming,US,,andy,undetermined
https://openalex.org/W4225134649,10.1257/aer.20201283,2022,AER,2,2,Shuo Chen,Shuo,CN,,andy,undetermined
https://openalex.org/W3080395694,10.1257/aer.20211519,2024,AER,1,3,Gene M. Grossman,Gene,US,usa,mostly_male,male
https://openalex.org/W3080395694,10.1257/aer.20211519,2024,AER,2,3,Elhanan Helpman,Elhanan,US,,male,male
https://openalex.org/W3080395694,10.1257/aer.20211519,2024,AER,3,3,Stephen J. Redding,Stephen,US,usa,male,male
https://openalex.org/W4310177458,10.1257/aer.20181805,2022,AER,1,3,Lucia Corno,Lucia,JP,,female,female
https://openalex.org/W4310177458,10.1257/aer.20181805,2022,AER,2,3,Eliana La Ferrara,Eliana,IT,italy,female,female
https://openalex.org/W4310177458,10.1257/aer.20181805,2022,AER,3,3,Justine Burns,Justine,ZA,,female,female
https://openalex.org/W2936203654,10.1257/aer.20190388,2021,AER,1,2,François Gérard,François,GB,,male,male
https://openalex.org/W2936203654,10.1257/aer.20190388,2021,AER,2,2,Joana Naritomi,Joana,GB,,female,female
https://openalex.org/W4283367986,10.1257/aer.20201159,2022,AER,1,4,Pablo Balán,Pablo,IL,,male,male
https://openalex.org/W4283367986,10.1257/aer.20201159,2022,AER,2,4,Augustin Bergeron,Augustin,US,,male,male
https://openalex.org/W4283367986,10.1257/aer.20201159,2022,AER,3,4,Gabriel Tourek,Gabriel,US,usa,mostly_male,male
https://openalex.org/W4283367986,10.1257/aer.20201159,2022,AER,4,4,Jonathan Weigel,Jonathan,US,usa,male,male
https://openalex.org/W4200124540,10.1257/aer.20201237,2021,AER,1,4,M. Chatib Basri,Chatib,ID,,unknown,undetermined
https://openalex.org/W4200124540,10.1257/aer.20201237,2021,AER,2,4,Mayara Felix,Mayara,RU,,unknown,undetermined
https://openalex.org/W4200124540,10.1257/aer.20201237,2021,AER,3,4,Rema Hanna,Rema,US,,female,female
https://openalex.org/W4200124540,10.1257/aer.20201237,2021,AER,4,4,Benjamin Olken,Benjamin,RU,,male,male
https://openalex.org/W4387096937,10.1257/aer.20210419,2023,AER,1,2,Ahmad Lashkaripour,Ahmad,US,,male,male
https://openalex.org/W4387096937,10.1257/aer.20210419,2023,AER,2,2,Volodymyr Lugovskyy,Volodymyr,US,,male,male
https://openalex.org/W3203280048,10.1257/aer.20181596,2021,AER,1,4,François Gérard,François,GB,,male,male
https://openalex.org/W3203280048,10.1257/aer.20181596,2021,AER,2,4,Lorenzo Lagos,Lorenzo,US,,male,male
https://openalex.org/W3203280048,10.1257/aer.20181596,2021,AER,3,4,Edson Severnini,Edson,US,,male,male
https://openalex.org/W3203280048,10.1257/aer.20181596,2021,AER,4,4,David Card,David,US,usa,male,male
https://openalex.org/W2979844637,10.1257/aer.20210970,2023,AER,1,3,Tom Lane,Tom,CN,,male,male
https://openalex.org/W2979844637,10.1257/aer.20210970,2023,AER,2,3,Daniele Nosenzo,Daniele,DK,,female,female
https://openalex.org/W2979844637,10.1257/aer.20210970,2023,AER,3,3,Silvia Sonderegger,Silvia,GB,,female,female
https://openalex.org/W4226353405,10.1257/aer.20191178,2021,AER,1,1,Deniz Aydın,Deniz,US,,mostly_female,female
https://openalex.org/W4307292943,10.1257/aer.20200961,2022,AER,1,4,Eliana Carranza,Eliana,US,,female,female
https://openalex.org/W4307292943,10.1257/aer.20200961,2022,AER,2,4,Robert Garlick,Robert,US,usa,male,male
https://openalex.org/W4307292943,10.1257/aer.20200961,2022,AER,3,4,Kate Orkin,Kate,GB,great_britain,female,female
https://openalex.org/W4307292943,10.1257/aer.20200961,2022,AER,4,4,Neil Rankin,Neil,ZA,,male,male
https://openalex.org/W4406965573,10.1257/aer.20211455,2025,AER,1,5,Qiaoyi Chen,Qiaoyi,CN,,andy,undetermined
https://openalex.org/W4406965573,10.1257/aer.20211455,2025,AER,2,5,Chen Zhao,Chen,CN,,andy,undetermined
https://openalex.org/W4406965573,10.1257/aer.20211455,2025,AER,3,5,Zhikuo Liu,Zhikuo,CN,,unknown,undetermined
https://openalex.org/W4406965573,10.1257/aer.20211455,2025,AER,4,5,Juan Carlos Suárez Serrato,Juan,US,usa,male,male
https://openalex.org/W4406965573,10.1257/aer.20211455,2025,AER,5,5,Daniel Yi Xu,Daniel,US,usa,male,male
https://openalex.org/W3197645637,10.1257/aer.20200523,2021,AER,1,6,Abhijit Banerjee,Abhijit,RU,,unknown,undetermined
https://openalex.org/W3197645637,10.1257/aer.20200523,2021,AER,2,6,Amy Finkelstein,Amy,RU,,female,female
https://openalex.org/W3197645637,10.1257/aer.20200523,2021,AER,3,6,Rema Hanna,Rema,US,,female,female
https://openalex.org/W3197645637,10.1257/aer.20200523,2021,AER,4,6,Benjamin Olken,Benjamin,RU,,male,male
https://openalex.org/W3197645637,10.1257/aer.20200523,2021,AER,5,6,Arianna Ornaghi,Arianna,GB,,female,female
https://openalex.org/W3197645637,10.1257/aer.20200523,2021,AER,6,6,Sudarno Sumarto,Sudarno,,,unknown,undetermined
https://openalex.org/W3174918233,10.1257/aer.20191972,2021,AER,1,4,Clare Leaver,Clare,GB,great_britain,female,female
https://openalex.org/W3174918233,10.1257/aer.20191972,2021,AER,2,4,Owen Ozier,Owen,US,usa,male,male
https://openalex.org/W3174918233,10.1257/aer.20191972,2021,AER,3,4,Pieter Serneels,Pieter,GB,,male,male
https://openalex.org/W3174918233,10.1257/aer.20191972,2021,AER,4,4,Andrew Zeitlin,Andrew,US,usa,male,male
https://openalex.org/W4402923709,10.1257/aer.20230016,2024,AER,1,2,Eyal Frank,Eyal,US,,male,male
https://openalex.org/W4402923709,10.1257/aer.20230016,2024,AER,2,2,Anant Sudarshan,Anant,GB,,unknown,undetermined
https://openalex.org/W3201800472,10.1257/aer.20201062,2021,AER,1,1,Jeffrey Weaver,Jeffrey,US,usa,male,male
https://openalex.org/W3117522249,10.1257/aer.20191726,2021,AER,1,6,Pedro Carneiro,Pedro,,,male,male
https://openalex.org/W3117522249,10.1257/aer.20191726,2021,AER,2,6,Lucy Kraftman,Lucy,,,female,female
https://openalex.org/W3117522249,10.1257/aer.20191726,2021,AER,3,6,Giacomo Mason,Giacomo,GB,,male,male
https://openalex.org/W3117522249,10.1257/aer.20191726,2021,AER,4,6,Lucie Moore,Lucie,GB,great_britain,female,female
https://openalex.org/W3117522249,10.1257/aer.20191726,2021,AER,5,6,Imran Rasul,Imran,US,,male,male
https://openalex.org/W3117522249,10.1257/aer.20191726,2021,AER,6,6,Molly Scott,Molly,GB,great_britain,female,female
https://openalex.org/W4281624977,10.1257/aer.20201540,2022,AER,1,1,María Micaela Sviatschi,María,US,,mostly_female,female
https://openalex.org/W4281753073,10.1257/aer.20181811,2022,AER,1,1,Rachael Meager,Rachael,GB,great_britain,female,female
https://openalex.org/W4396512506,10.1257/aer.20220717,2024,AER,1,1,Emma Riley,Emma,US,usa,female,female
https://openalex.org/W4283360615,10.1257/aer.20201661,2022,AER,1,1,Claire Duquennois,Claire,US,usa,female,female
https://openalex.org/W4295883415,10.1257/aer.20210059,2022,AER,1,4,Maria Jones,Maria,CA,,female,female
https://openalex.org/W4295883415,10.1257/aer.20210059,2022,AER,2,4,Florence Kondylis,Florence,CA,,female,female
https://openalex.org/W4295883415,10.1257/aer.20210059,2022,AER,3,4,John Loeser,John,CA,,male,male
https://openalex.org/W4295883415,10.1257/aer.20210059,2022,AER,4,4,Jeremy Magruder,Jeremy,US,usa,male,male
https://openalex.org/W4403893140,10.1257/aer.20201952,2024,AER,1,1,Sean Higgins,Sean,CA,,male,male
https://openalex.org/W3151426590,10.1257/aer.20181662,2023,AER,1,4,Prottoy Akbar,Prottoy,FI,,unknown,undetermined
https://openalex.org/W3151426590,10.1257/aer.20181662,2023,AER,2,4,Victor Couture,Victor,CA,,male,male
https://openalex.org/W3151426590,10.1257/aer.20181662,2023,AER,3,4,Gilles Duranton,Gilles,US,,male,male
https://openalex.org/W3151426590,10.1257/aer.20181662,2023,AER,4,4,Adam Storeygard,Adam,US,usa,male,male
https://openalex.org/W3124710478,10.1257/aer.20201157,2022,AER,1,3,Tommaso Porzio,Tommaso,US,,male,male
https://openalex.org/W3124710478,10.1257/aer.20201157,2022,AER,2,3,Federico Rossi,Federico,GB,,male,male
https://openalex.org/W3124710478,10.1257/aer.20201157,2022,AER,3,3,Gabriella Santangelo,Gabriella,GB,,female,female
https://openalex.org/W4385367935,10.1257/aer.20211826,2023,AER,1,1,Suanna Oh,Suanna,FR,,unknown,undetermined
https://openalex.org/W4405889121,10.1257/aer.20191943,2024,AER,1,1,Clare Balboni,Clare,GB,great_britain,female,female
https://openalex.org/W4307731535,10.1257/aer.20211616,2022,AER,1,4,Reshmaan Hussam,Reshmaan,,,unknown,undetermined
https://openalex.org/W4307731535,10.1257/aer.20211616,2022,AER,2,4,Erin Kelley,Erin,CA,,mostly_female,female
https://openalex.org/W4307731535,10.1257/aer.20211616,2022,AER,3,4,Gregory Lane,Gregory,US,usa,male,male
https://openalex.org/W4307731535,10.1257/aer.20211616,2022,AER,4,4,Fatima Zahra,Fatima,US,,female,female
https://openalex.org/W4387096976,10.1257/aer.20201919,2023,AER,1,3,Robert C. Allen,Robert,US,usa,male,male
https://openalex.org/W4387096976,10.1257/aer.20201919,2023,AER,2,3,Mattia C. Bertazzini,Mattia,GB,,male,male
https://openalex.org/W4387096976,10.1257/aer.20201919,2023,AER,3,3,Leander Heldring,Leander,CA,,male,male
https://openalex.org/W4200215044,10.1257/aer.20201385,2021,AER,1,3,Emily Breza,Emily,US,usa,female,female
https://openalex.org/W4200215044,10.1257/aer.20201385,2021,AER,2,3,Supreet Kaur,Supreet,US,,unknown,undetermined
https://openalex.org/W4200215044,10.1257/aer.20201385,2021,AER,3,3,Yogita Shamdasani,Yogita,SG,,female,female
https://openalex.org/W4288074146,10.1257/aer.20210122,2022,AER,1,4,Tessa Bold,Tessa,SE,,female,female
https://openalex.org/W4288074146,10.1257/aer.20210122,2022,AER,2,4,Selene Ghisolfi,Selene,IT,italy,female,female
https://openalex.org/W4288074146,10.1257/aer.20210122,2022,AER,3,4,F. Nsonzi,Nsonzi,UG,,unknown,undetermined
https://openalex.org/W4288074146,10.1257/aer.20210122,2022,AER,4,4,Jakob Svensson,Jakob,SE,sweden,male,male
https://openalex.org/W4322627449,10.1257/aer.20211207,2023,AER,1,5,Alain de Janvry,Alain,US,,male,male
https://openalex.org/W4322627449,10.1257/aer.20211207,2023,AER,2,5,Guojun He,Guojun,HK,,andy,undetermined
https://openalex.org/W4322627449,10.1257/aer.20211207,2023,AER,3,5,Élisabeth Sadoulet,Élisabeth,US,,unknown,undetermined
https://openalex.org/W4322627449,10.1257/aer.20211207,2023,AER,4,5,Shaoda Wang,Shaoda,US,,unknown,undetermined
https://openalex.org/W4322627449,10.1257/aer.20211207,2023,AER,5,5,Qiong Zhang,Qiong,CN,,andy,undetermined
https://openalex.org/W4234052562,10.1257/aer.20200412,2021,AER,1,4,Thiemo Fetzer,Thiemo,GB,,male,male
https://openalex.org/W4234052562,10.1257/aer.20200412,2021,AER,2,4,Pedro Souza,Pedro,GB,,male,male
https://openalex.org/W4234052562,10.1257/aer.20200412,2021,AER,3,4,Oliver Vanden Eynde,Oliver,FR,,male,male
https://openalex.org/W4234052562,10.1257/aer.20200412,2021,AER,4,4,Austin L. Wright,Austin,US,usa,male,male
https://openalex.org/W2995912196,10.1257/aer.20191852,2021,AER,1,1,Federico Rossi,Federico,GB,,male,male
https://openalex.org/W3186756403,10.1257/aer.20220720,2023,AER,1,5,Nina Buchmann,Nina,US,usa,female,female
https://openalex.org/W3186756403,10.1257/aer.20220720,2023,AER,2,5,Erica Field,Erica,US,usa,female,female
https://openalex.org/W3186756403,10.1257/aer.20220720,2023,AER,3,5,Rachel Glennerster,Rachel,US,usa,female,female
https://openalex.org/W3186756403,10.1257/aer.20220720,2023,AER,4,5,Shahana Nazneen,Shahana,,,unknown,undetermined
https://openalex.org/W3186756403,10.1257/aer.20220720,2023,AER,5,5,Xiaoyu Wang,Xiaoyu,,,andy,undetermined
https://openalex.org/W3144103139,10.1257/aer.20200596,2024,AER,1,3,Yan Bai,Yan,CN,,male,male
https://openalex.org/W3144103139,10.1257/aer.20200596,2024,AER,2,3,Keyu Jin,Keyu,CN,,andy,undetermined
https://openalex.org/W3144103139,10.1257/aer.20200596,2024,AER,3,3,Dan Lu,Dan,CN,,male,male
https://openalex.org/W4390363263,10.1257/aer.20210687,2023,AER,1,2,Manuela Angelucci,Manuela,US,,female,female
https://openalex.org/W4390363263,10.1257/aer.20210687,2023,AER,2,2,Daniel Bennett,Daniel,US,usa,male,male
https://openalex.org/W4411811828,10.1257/aer.20231247,2025,AER,1,1,Muhammad Yasir Khan,Muhammad,US,,male,male
https://openalex.org/W2968554373,10.1257/aer.20200125,2021,AER,1,3,Katherine Casey,Katherine,US,usa,female,female
https://openalex.org/W2968554373,10.1257/aer.20200125,2021,AER,2,3,Abou Bakarr Kamara,Abou,CA,,unknown,undetermined
https://openalex.org/W2968554373,10.1257/aer.20200125,2021,AER,3,3,Niccolò F. Meriggi,Niccolò,CA,,male,male
https://openalex.org/W4402924215,10.1257/aer.20220212,2024,AER,1,5,Panle Jia Barwick,Panle,US,,unknown,undetermined
https://openalex.org/W4402924215,10.1257/aer.20220212,2024,AER,2,5,Shanjun Li,Shanjun,GB,,andy,undetermined
https://openalex.org/W4402924215,10.1257/aer.20220212,2024,AER,3,5,Andrew Waxman,Andrew,US,usa,male,male
https://openalex.org/W4402924215,10.1257/aer.20220212,2024,AER,4,5,Jing Wu,Jing,US,,andy,undetermined
https://openalex.org/W4402924215,10.1257/aer.20220212,2024,AER,5,5,Tianli Xia,Tianli,CN,,andy,undetermined
https://openalex.org/W4322619280,10.1257/aer.20210701,2023,AER,1,1,Edward N. Okeke,Edward,US,usa,male,male
https://openalex.org/W3120406790,10.1257/aer.20230133,2024,AER,1,2,Ippei Fujiwara,Ippei,AU,,unknown,undetermined
https://openalex.org/W3120406790,10.1257/aer.20230133,2024,AER,2,2,Kiminori Matsuyama,Kiminori,,,male,male
https://openalex.org/W4391333227,10.1257/aer.20210169,2024,AER,1,4,Faisal Bari,Faisal,PK,,male,male
https://openalex.org/W4391333227,10.1257/aer.20210169,2024,AER,2,4,Kashif Malik,Kashif,PK,,male,male
https://openalex.org/W4391333227,10.1257/aer.20210169,2024,AER,3,4,Muhammad Meki,Muhammad,GB,,male,male
https://openalex.org/W4391333227,10.1257/aer.20210169,2024,AER,4,4,Simon Quinn,Simon,GB,great_britain,male,male
https://openalex.org/W3190378268,10.1257/aer.20230521,2024,AER,1,2,Pascaline Dupas,Pascaline,US,,female,female
https://openalex.org/W3190378268,10.1257/aer.20230521,2024,AER,2,2,Radhika Jain,Radhika,GB,,female,female
https://openalex.org/W4408028022,10.1257/aer.20221722,2025,AER,1,4,C.R.I. Clayton,C.R.I,US,,unknown,undetermined
https://openalex.org/W4408028022,10.1257/aer.20221722,2025,AER,2,4,Amanda dos Santos,Amanda,,,female,female
https://openalex.org/W4408028022,10.1257/aer.20221722,2025,AER,3,4,Matteo Maggiori,Matteo,US,,male,male
https://openalex.org/W4408028022,10.1257/aer.20221722,2025,AER,4,4,Jesse Schreger,Jesse,US,usa,mostly_male,male
https://openalex.org/W4409035886,10.1257/aer.20231087,2025,AER,1,1,Eleonora Guarnieri,Eleonora,GB,,female,female
https://openalex.org/W4403893207,10.1257/aer.20221712,2024,AER,1,2,Veda Narasimhan,Veda,US,usa,female,female
https://openalex.org/W4403893207,10.1257/aer.20221712,2024,AER,2,2,Jeffrey Weaver,Jeffrey,US,usa,male,male
https://openalex.org/W4403893415,10.1257/aer.20220110,2024,AER,1,3,Cédric Chambru,Cédric,FR,france,male,male
https://openalex.org/W4403893415,10.1257/aer.20220110,2024,AER,2,3,Emeric Henry,Emeric,FR,france,male,male
https://openalex.org/W4403893415,10.1257/aer.20220110,2024,AER,3,3,Benjamin Marx,Benjamin,US,usa,male,male
https://openalex.org/W4404760698,10.1257/aer.20220908,2024,AER,1,5,Raúl Sierra,Raúl,US,,male,male
https://openalex.org/W4404760698,10.1257/aer.20220908,2024,AER,2,5,Kristof Titeca,Kristof,BE,belgium,male,male
https://openalex.org/W4404760698,10.1257/aer.20220908,2024,AER,3,5,Haoyang Xie,Haoyang,US,,andy,undetermined
https://openalex.org/W4404760698,10.1257/aer.20220908,2024,AER,4,5,Aimable Amani Lameke,Aimable,UG,,mostly_male,male
https://openalex.org/W4404760698,10.1257/aer.20220908,2024,AER,5,5,Albert Jolino Malukisa,Albert,CD,,male,male
https://openalex.org/W4410897393,10.1257/aer.20221650,2025,AER,1,5,Johannes Haushofer,Johannes,DE,germany,male,male
https://openalex.org/W4410897393,10.1257/aer.20221650,2025,AER,2,5,Paul Niehaus,Paul,US,usa,male,male
https://openalex.org/W4410897393,10.1257/aer.20221650,2025,AER,3,5,Carlos Paramo,Carlos,US,usa,male,male
https://openalex.org/W4410897393,10.1257/aer.20221650,2025,AER,4,5,Edward Miguel,Edward,US,usa,male,male
https://openalex.org/W4410897393,10.1257/aer.20221650,2025,AER,5,5,Michael Walker,Michael,US,usa,male,male
https://openalex.org/W3135814050,10.1257/aer.20190586,2021,AER,1,3,Girum Abebe,Girum,US,,unknown,undetermined
https://openalex.org/W3135814050,10.1257/aer.20190586,2021,AER,2,3,Stefano Caria,Stefano,GB,,male,male
https://openalex.org/W3135814050,10.1257/aer.20190586,2021,AER,3,3,Esteban Ortiz-Ospina,Esteban,,,male,male
https://openalex.org/W2929932278,10.1257/aer.20190098,2021,AER,1,1,Natalie Bau,Natalie,CA,,female,female
https://openalex.org/W4307561081,10.1257/aer.20201892,2022,AER,1,1,Ceren Baysan,Ceren,CA,,female,female
https://openalex.org/W4298012902,10.1257/aer.20211094,2022,AER,1,2,Eduardo Montero,Eduardo,US,,male,male
https://openalex.org/W4298012902,10.1257/aer.20211094,2022,AER,2,2,Dean Yang,Dean,US,usa,male,male
https://openalex.org/W4402923768,10.1257/aer.20230248,2024,AER,1,1,Meera Mahadevan,Meera,US,,female,female
https://openalex.org/W3122645729,10.1257/aer.20231107,2023,AER,1,2,Iacopo Morchio,Iacopo,GB,,male,male
https://openalex.org/W3122645729,10.1257/aer.20231107,2023,AER,2,2,Christian Moser,Christian,US,usa,mostly_male,male
https://openalex.org/W4367321476,10.1257/aer.20201332,2023,AER,1,1,Diego Ramos-Toro,Diego,GB,,male,male
https://openalex.org/W4323366278,10.1257/aer.20210461,2023,AER,1,5,Abhijit Banerjee,Abhijit,AZ,,unknown,undetermined
https://openalex.org/W4323366278,10.1257/aer.20210461,2023,AER,2,5,Rema Hanna,Rema,US,,female,female
https://openalex.org/W4323366278,10.1257/aer.20210461,2023,AER,3,5,Benjamin Olken,Benjamin,AZ,,male,male
https://openalex.org/W4323366278,10.1257/aer.20210461,2023,AER,4,5,Elan Satriawan,Elan,AZ,,male,male
https://openalex.org/W4323366278,10.1257/aer.20210461,2023,AER,5,5,Sudarno Sumarto,Sudarno,ID,,unknown,undetermined
https://openalex.org/W3215024110,10.1257/aer.20220471,2024,AER,1,4,Simon Franklin,Simon,GB,great_britain,male,male
https://openalex.org/W3215024110,10.1257/aer.20220471,2024,AER,2,4,Clément Imbert,Clément,GB,,male,male
https://openalex.org/W3215024110,10.1257/aer.20220471,2024,AER,3,4,Girum Abebe,Girum,US,,unknown,undetermined
https://openalex.org/W3215024110,10.1257/aer.20220471,2024,AER,4,4,Carolina Mejía-Mantilla,Carolina,US,,female,female
https://openalex.org/W4288074152,10.1257/aer.20210778,2022,AER,1,2,Natalia Garbiras-Díaz,Natalia,IT,italy,female,female
https://openalex.org/W4288074152,10.1257/aer.20210778,2022,AER,2,2,Mateo Montenegro,Mateo,IN,,male,male
https://openalex.org/W4388104620,10.1257/aer.20220316,2023,AER,1,2,Debraj Ray,Debraj,US,,unknown,undetermined
https://openalex.org/W4388104620,10.1257/aer.20220316,2023,AER,2,2,Garance Genicot,Garance,US,,female,female
https://openalex.org/W4386267294,10.1257/aer.20211879,2023,AER,1,1,Elisa Macchi,Elisa,US,usa,female,female
https://openalex.org/W4393294504,10.1257/aer.20230084,2024,AER,1,2,Şule Alan,Şule,IT,,female,female
https://openalex.org/W4393294504,10.1257/aer.20230084,2024,AER,2,2,Ipek Mumcu,Ipek,GB,,unknown,undetermined
https://openalex.org/W4401996823,10.1257/aer.20230425,2024,AER,1,1,Lorena Keller,Lorena,US,usa,female,female
https://openalex.org/W4404760684,10.1257/aer.20161864,2024,AER,1,1,Prabhat Barnwal,Prabhat,US,,male,male
https://openalex.org/W4393294517,10.1257/aer.20220249,2024,AER,1,4,Anton Cheremukhin,Anton,US,,male,male
https://openalex.org/W4393294517,10.1257/aer.20220249,2024,AER,2,4,Mikhail Golosov,Mikhail,US,,male,male
https://openalex.org/W4393294517,10.1257/aer.20220249,2024,AER,3,4,Sergei Guriev,Sergei,FR,,male,male
https://openalex.org/W4393294517,10.1257/aer.20220249,2024,AER,4,4,Aleh Tsyvinski,Aleh,US,,male,male
https://openalex.org/W4402924206,10.1257/aer.20210987,2024,AER,1,3,Erin Kelley,Erin,US,usa,mostly_female,female
https://openalex.org/W4402924206,10.1257/aer.20210987,2024,AER,2,3,Gregory Lane,Gregory,US,usa,male,male
https://openalex.org/W4402924206,10.1257/aer.20210987,2024,AER,3,3,David Schönholzer,David,US,usa,male,male
