openalex_id,author_position,author_name,country_iso2
https://openalex.org/W4295883415,1,Maria Jones,CA
https://openalex.org/W4295883415,2,Florence Kondylis,CA
https://openalex.org/W4295883415,3,John Loeser,CA
https://openalex.org/W4295883415,4,Jeremy Magruder,US
https://openalex.org/W4403893140,1,Sean Higgins,CA
https://openalex.org/W4283360615,1,Claire Duquennois,US
https://openalex.org/W3151426590,1,Prottoy Akbar,FI
https://openalex.org/W3151426590,2,Victor Couture,CA
https://openalex.org/W3151426590,3,Gilles Duranton,US
https://openalex.org/W3151426590,4,Adam Storeygard,US
https://openalex.org/W4385367935,1,Suanna Oh,FR
https://openalex.org/W4405889121,1,Clare Balboni,GB
https://openalex.org/W3124710478,1,Tommaso Porzio,US
https://openalex.org/W3124710478,2,Federico Rossi,GB
https://openalex.org/W3124710478,3,Gabriella Santangelo,GB
https://openalex.org/W4307731535,1,Reshmaan Hussam,
https://openalex.org/W4307731535,2,Erin Kelley,CA
https://openalex.org/W4307731535,3,Gregory Lane,US
https://openalex.org/W4307731535,4,Fatima Zahra,US
https://openalex.org/W4387096976,1,Robert C. Allen,US
https://openalex.org/W4387096976,2,Mattia C. Bertazzini,GB
https://openalex.org/W4387096976,3,Leander Heldring,CA
https://openalex.org/W4288074146,1,Tessa Bold,SE
https://openalex.org/W4288074146,2,Selene Ghisolfi,IT
https://openalex.org/W4288074146,3,F. Nsonzi,UG
https://openalex.org/W4288074146,4,Jakob Svensson,SE
https://openalex.org/W4200215044,1,Emily Breza,US
https://openalex.org/W4200215044,2,Supreet Kaur,US
https://openalex.org/W4200215044,3,Yogita Shamdasani,SG
https://openalex.org/W4322627449,1,Alain de Janvry,US
https://openalex.org/W4322627449,2,Guojun He,HK
https://openalex.org/W4322627449,3,Élisabeth Sadoulet,US
https://openalex.org/W4322627449,4,Shaoda Wang,US
https://openalex.org/W4322627449,5,Qiong Zhang,CN
https://openalex.org/W2995912196,1,Federico Rossi,GB
https://openalex.org/W4234052562,1,Thiemo Fetzer,GB
https://openalex.org/W4234052562,2,Pedro Souza,GB
https://openalex.org/W4234052562,3,Oliver Vanden Eynde,FR
https://openalex.org/W4234052562,4,Austin L. Wright,US
https://openalex.org/W3186756403,1,Nina Buchmann,US
https://openalex.org/W3186756403,2,Erica Field,US
https://openalex.org/W3186756403,3,Rachel Glennerster,US
https://openalex.org/W3186756403,4,Shahana Nazneen,
https://openalex.org/W3186756403,5,Xiaoyu Wang,
https://openalex.org/W3135814050,1,Girum Abebe,US
https://openalex.org/W3135814050,2,Stefano Caria,GB
https://openalex.org/W3135814050,3,Esteban Ortiz-Ospina,
https://openalex.org/W3144103139,1,Yan Bai,CN
https://openalex.org/W3144103139,2,Keyu Jin,CN
https://openalex.org/W3144103139,3,Dan Lu,CN
https://openalex.org/W4323366278,1,Abhijit Banerjee,AZ
https://openalex.org/W4323366278,2,Rema Hanna,US
https://openalex.org/W4323366278,3,Benjamin Olken,AZ
https://openalex.org/W4323366278,4,Elan Satriawan,AZ
https://openalex.org/W4323366278,5,Sudarno Sumarto,ID
https://openalex.org/W4390363263,1,Manuela Angelucci,US
https://openalex.org/W4390363263,2,Daniel Bennett,US
https://openalex.org/W4411811828,1,Muhammad Yasir Khan,US
https://openalex.org/W4322619280,1,Edward N. Okeke,US
https://openalex.org/W4402924215,1,Panle Jia Barwick,US
https://openalex.org/W4402924215,2,Shanjun Li,GB
https://openalex.org/W4402924215,3,Andrew Waxman,US
https://openalex.org/W4402924215,4,Jing Wu,US
https://openalex.org/W4402924215,5,Tianli Xia,CN
https://openalex.org/W4408028022,1,C.R.I. Clayton,US
https://openalex.org/W4408028022,2,Amanda dos Santos,
https://openalex.org/W4408028022,3,Matteo Maggiori,US
https://openalex.org/W4408028022,4,Jesse Schreger,US
https://openalex.org/W3190378268,1,Pascaline Dupas,US
https://openalex.org/W3190378268,2,Radhika Jain,GB
https://openalex.org/W4409035886,1,Eleonora Guarnieri,GB
https://openalex.org/W4403893207,1,Veda Narasimhan,US
https://openalex.org/W4403893207,2,Jeffrey Weaver,US
https://openalex.org/W4415699637,1,Pablo Muñoz,CL
https://openalex.org/W4415699637,2,Cristóbal Otero,
https://openalex.org/W2929932278,1,Natalie Bau,CA
https://openalex.org/W4307561081,1,Ceren Baysan,CA
https://openalex.org/W4402923768,1,Meera Mahadevan,US
https://openalex.org/W4298012902,1,Eduardo Montero,US
https://openalex.org/W4298012902,2,Dean Yang,US
https://openalex.org/W3122645729,1,Iacopo Morchio,GB
https://openalex.org/W3122645729,2,Christian Moser,US
https://openalex.org/W4367321476,1,Diego Ramos-Toro,GB
https://openalex.org/W2968554373,1,Katherine Casey,US
https://openalex.org/W2968554373,2,Abou Bakarr Kamara,CA
https://openalex.org/W2968554373,3,Niccolò F. Meriggi,CA
https://openalex.org/W4288074152,1,Natalia Garbiras-Díaz,IT
https://openalex.org/W4288074152,2,Mateo Montenegro,IN
https://openalex.org/W4388104620,1,Debraj Ray,US
https://openalex.org/W4388104620,2,Garance Genicot,US
https://openalex.org/W3215024110,1,Simon Franklin,GB
https://openalex.org/W3215024110,2,Clément Imbert,GB
https://openalex.org/W3215024110,3,Girum Abebe,US
https://openalex.org/W3215024110,4,Carolina Mejía-Mantilla,US
https://openalex.org/W3120406790,1,Ippei Fujiwara,AU
https://openalex.org/W3120406790,2,Kiminori Matsuyama,
https://openalex.org/W4386267294,1,Elisa Macchi,US
https://openalex.org/W4391333227,1,Faisal Bari,PK
https://openalex.org/W4391333227,2,Kashif Malik,PK
https://openalex.org/W4391333227,3,Muhammad Meki,GB
https://openalex.org/W4391333227,4,Simon Quinn,GB
https://openalex.org/W4393294504,1,Şule Alan,IT
https://openalex.org/W4393294504,2,Ipek Mumcu,GB
https://openalex.org/W4401996823,1,Lorena Keller,US
https://openalex.org/W4404760684,1,Prabhat Barnwal,US
https://openalex.org/W4393294517,1,Anton Cheremukhin,US
https://openalex.org/W4393294517,2,Mikhail Golosov,US
https://openalex.org/W4393294517,3,Sergei Guriev,FR
https://openalex.org/W4393294517,4,Aleh Tsyvinski,US
https://openalex.org/W4402924206,1,Erin Kelley,US
https://openalex.org/W4402924206,2,Gregory Lane,US
https://openalex.org/W4402924206,3,David Schönholzer,US
https://openalex.org/W3194691293,1,Rafael Guntin,US
https://openalex.org/W3194691293,2,Pablo Ottonello,US
https://openalex.org/W3194691293,3,Diego Pérez,US
https://openalex.org/W4392296112,1,Juan Pablo Atal,US
https://openalex.org/W4392296112,2,José Ignacio Cuesta,US
https://openalex.org/W4392296112,3,Felipe González,GB
https://openalex.org/W4392296112,4,Cristóbal Otero,
https://openalex.org/W3186531035,1,Bernardus Van Doornik,BR
https://openalex.org/W3186531035,2,Armando Gomes,US
https://openalex.org/W3186531035,3,David Schoenherr,KR
https://openalex.org/W3186531035,4,Janis Skrastins,US
https://openalex.org/W4401996807,1,Gharad Bryan,GB
https://openalex.org/W4401996807,2,Dean Karlan,US
https://openalex.org/W4401996807,3,Adam Osman,PH
https://openalex.org/W4403893415,1,Cédric Chambru,FR
https://openalex.org/W4403893415,2,Emeric Henry,FR
https://openalex.org/W4403893415,3,Benjamin Marx,US
https://openalex.org/W4408054573,1,Michelle Acampora,CH
https://openalex.org/W4408054573,2,Lorenzo Casaburi,CH
https://openalex.org/W4408054573,3,Jack Willis,US
https://openalex.org/W4409035875,1,Stefano Federico,IT
https://openalex.org/W4409035875,2,Fadi Hassan,IT
https://openalex.org/W4409035875,3,Veronica Rappoport,GB
https://openalex.org/W3123506444,1,Gianluca Benigno,
https://openalex.org/W3123506444,2,Luca Fornaro,ES
https://openalex.org/W3123506444,3,Martin Wolf,CH
https://openalex.org/W4401996833,1,Lucie Gadenne,GB
https://openalex.org/W4401996833,2,Samuel Norris,CA
https://openalex.org/W4401996833,3,Monica Singhal,US
https://openalex.org/W4401996833,4,Sandip Sukhtankar,US
https://openalex.org/W4401997160,1,Jacob Moscona,RU
https://openalex.org/W4401997160,2,Awa Ambra Seck,
https://openalex.org/W4411811698,1,Selim Gulesci,IE
https://openalex.org/W4411811698,2,Sam Jindani,SG
https://openalex.org/W4411811698,3,Eliana La Ferrara,US
https://openalex.org/W4411811698,4,David Smerdon,AU
https://openalex.org/W4411811698,5,Munshi Sulaiman,BD
https://openalex.org/W4411811698,6,Peyton Young,GB
https://openalex.org/W4404760698,1,Raúl Sierra,US
https://openalex.org/W4404760698,2,Kristof Titeca,BE
https://openalex.org/W4404760698,3,Haoyang Xie,US
https://openalex.org/W4404760698,4,Aimable Amani Lameke,UG
https://openalex.org/W4404760698,5,Albert Jolino Malukisa,CD
https://openalex.org/W4410897393,1,Johannes Haushofer,DE
https://openalex.org/W4410897393,2,Paul Niehaus,US
https://openalex.org/W4410897393,3,Carlos Paramo,US
https://openalex.org/W4410897393,4,Edward Miguel,US
https://openalex.org/W4410897393,5,Michael Walker,US
https://openalex.org/W4406965553,1,Şule Alan,TR
https://openalex.org/W4406965553,2,Elif Kubilay,GB
https://openalex.org/W4412789100,1,Pascaline Dupas,US
https://openalex.org/W4412789100,2,Seema Jayachandran,US
https://openalex.org/W4412789100,3,Adriana Lleras‐Muney,US
https://openalex.org/W4412789100,4,Pauline Rossi,CA
https://openalex.org/W4415699610,1,Jie Bai,US
https://openalex.org/W4415699610,2,Panle Jia Barwick,US
https://openalex.org/W4415699610,3,Shengmao Cao,CA
https://openalex.org/W4415699610,4,Shanjun Li,US
https://openalex.org/W3176337170,1,Lasse Brune,CA
https://openalex.org/W3176337170,2,Eric Chyn,US
https://openalex.org/W3176337170,3,Jason Kerwin,US
https://openalex.org/W4408054547,1,Jonah Rexer,US
https://openalex.org/W3145661109,1,Jonas Hjort,US
https://openalex.org/W3145661109,2,Xuan Li,HK
https://openalex.org/W3145661109,3,Heather Sarsons,US
https://openalex.org/W4414662257,1,Susan Godlonton,US
https://openalex.org/W4414662257,2,Caroline Theoharides,US
https://openalex.org/W2970889537,1,Victor Couture,CA
https://openalex.org/W2970889537,2,Benjamin Faber,US
https://openalex.org/W2970889537,3,Yizhen Gu,CN
https://openalex.org/W2970889537,4,Lizhi Liu,US
https://openalex.org/W3138555112,1,Michael Greenstone,US
https://openalex.org/W3138555112,2,Guojun He,HK
https://openalex.org/W3138555112,3,Ruixue Jia,GB
https://openalex.org/W3138555112,4,Tong Liu,SG
https://openalex.org/W3168965481,1,Juliana Londoño-Vélez,US
https://openalex.org/W3168965481,2,Javier Ávila-Mahecha,GT
https://openalex.org/W4399216638,1,Pablo Fajgelbaum,
https://openalex.org/W4399216638,2,Pinelopi Goldberg,
https://openalex.org/W4399216638,3,Patrick Kennedy,
https://openalex.org/W4399216638,4,Amit Khandelwal,
https://openalex.org/W4399216638,5,Daria Taglioni,US
https://openalex.org/W4205635601,1,Abhijit Banerjee,US
https://openalex.org/W4205635601,2,Esther Duflo,US
https://openalex.org/W4205635601,3,Garima Sharma,RU
https://openalex.org/W4379932724,1,Casper Worm Hansen,DK
https://openalex.org/W4379932724,2,Asger Mose Wingender,DK
https://openalex.org/W4408019360,1,B. Kelsey Jack,US
https://openalex.org/W4408019360,2,Seema Jayachandran,US
https://openalex.org/W4408019360,3,Namrata Kala,
https://openalex.org/W4408019360,4,Rohini Pande,US
https://openalex.org/W4293761888,1,Shinsuke Tanaka,US
https://openalex.org/W4293761888,2,Kensuke Teshima,JP
https://openalex.org/W4293761888,3,Eric Verhoogen,
https://openalex.org/W4310399232,1,Nathan Barker,US
https://openalex.org/W4310399232,2,Gharad Bryan,GB
https://openalex.org/W4310399232,3,Dean Karlan,
https://openalex.org/W4310399232,4,Angela Ofori-Atta,GH
https://openalex.org/W4310399232,5,Christopher Udry,
https://openalex.org/W3023852789,1,Gaurav Khanna,US
https://openalex.org/W3023852789,2,Carlos Medina,CO
https://openalex.org/W3023852789,3,Anant Nyshadham,US
https://openalex.org/W3023852789,4,Christian Posso,CO
https://openalex.org/W3023852789,5,Jorge Tamayo,US
https://openalex.org/W4389615087,1,Christopher Blattman,US
https://openalex.org/W4389615087,2,Sebastián Chaskel,IT
https://openalex.org/W4389615087,3,Julian Jamison,GB
https://openalex.org/W4389615087,4,Margaret A. Sheridan,
https://openalex.org/W4322507198,1,Ana Paula Cusolito,US
https://openalex.org/W4322507198,2,Álvaro García-Marín,CL
https://openalex.org/W4322507198,3,William F. Maloney,US
https://openalex.org/W4389615269,1,A. Nilesh Fernando,US
https://openalex.org/W4389615269,2,Niharika Singh,US
https://openalex.org/W4389615269,3,Gabriel Tourek,US
https://openalex.org/W4386325698,1,Guido Lorenzoni,US
https://openalex.org/W4386325698,2,Iván Werning,RU
https://openalex.org/W4389615084,1,Paul E. Carrillo,US
https://openalex.org/W4389615084,2,Dave Donaldson,CH
https://openalex.org/W4389615084,3,Dina Pomeranz,CH
https://openalex.org/W4389615084,4,Monica Singhal,US
https://openalex.org/W4410860142,1,Tristany Armangué-Jubert,ES
https://openalex.org/W4410860142,2,Nezih Guner,ES
https://openalex.org/W4410860142,3,Alessandro Ruggieri,
https://openalex.org/W4392263537,1,Patrick Prémand,CA
https://openalex.org/W4392263537,2,Dominic Rohner,CH
https://openalex.org/W3142909945,1,Matilde Bombardini,US
https://openalex.org/W3142909945,2,Bingjing Li,HK
https://openalex.org/W3142909945,3,Francesco Trebbi,US
https://openalex.org/W4389626342,1,Rebecca Dizon-Ross,US
https://openalex.org/W4389626342,2,Seema Jayachandran,US
https://openalex.org/W4390363262,1,Cynthia Kinnan,US
https://openalex.org/W4390363262,2,Krislert Samphantharak,TH
https://openalex.org/W4390363262,3,Robert M. Townsend,US
https://openalex.org/W4390363262,4,Diego Vera‐Cossio,US
https://openalex.org/W4401126511,1,Cai Jing,US
https://openalex.org/W4401126511,2,Ádám Szeidl,AT
https://openalex.org/W3209224140,1,Erika Deserranno,IT
https://openalex.org/W3209224140,2,Philipp Kastrau,US
https://openalex.org/W3209224140,3,Gianmarco León,ES
https://openalex.org/W4322507128,1,Frances Lu,DO
https://openalex.org/W4322507128,2,Tom Vogl,US
https://openalex.org/W4401997094,1,Patrick Agte,US
https://openalex.org/W4401997094,2,Arielle Bernhardt,US
https://openalex.org/W4401997094,3,Erica Field,US
https://openalex.org/W4401997094,4,Rohini Pande,US
https://openalex.org/W4401997094,5,Natalia Rigol,
https://openalex.org/W4392263547,1,Gabriel Brown,CA
https://openalex.org/W4392263547,2,Morgan Hardy,US
https://openalex.org/W4392263547,3,Isaac Mbiti,US
https://openalex.org/W4392263547,4,Jamie McCasland,CA
https://openalex.org/W4392263547,5,Isabelle Salcher,US
https://openalex.org/W4406973626,1,Nina Buchmann,US
https://openalex.org/W4406973626,2,Pascaline Dupas,US
https://openalex.org/W4406973626,3,Roberta Ziparo,FR
https://openalex.org/W4414626419,1,Emanuele Colonnelli,US
https://openalex.org/W4414626419,2,Valdemar Pinho Neto,CZ
https://openalex.org/W4414626419,3,Edoardo Teso,US
https://openalex.org/W4405889229,1,Tahir Andrabi,US
https://openalex.org/W4405889229,2,Natalie Bau,US
https://openalex.org/W4405889229,3,Jishnu Das,US
https://openalex.org/W4405889229,4,Asim Ijaz Khwaja,US
https://openalex.org/W4412789288,1,Julien Martin,AZ
https://openalex.org/W4412789288,2,Martin Pesendorfer,GB
https://openalex.org/W4412789288,3,J.D. Shannon,US
https://openalex.org/W4214555198,1,Morgan Hardy,US
https://openalex.org/W4214555198,2,Gisella Kagy,US
https://openalex.org/W4214555198,3,Lena Song,US
https://openalex.org/W4386325739,1,Chaoran Chen,CA
https://openalex.org/W4386325739,2,Ashique Habib,US
https://openalex.org/W4386325739,3,Xiaodong Zhu,HK
https://openalex.org/W4410897158,1,Laura Boudreau,US
https://openalex.org/W4410897158,2,Rocco Macchiavello,GB
https://openalex.org/W4410897158,3,Virginia Minni,US
https://openalex.org/W4410897158,4,Mari Tanaka,JP
https://openalex.org/W4413791031,1,Francesco Amodio,CA
https://openalex.org/W4413791031,2,Pamela Medina,CA
https://openalex.org/W4413791031,3,Monica Morlacco,US
https://openalex.org/W4293252533,1,Alexis Antoniades,US
https://openalex.org/W4293252533,2,Robert C. Feenstra,US
https://openalex.org/W4293252533,3,Mingzhi Xu,CN
https://openalex.org/W4413790790,1,Chaza Abou Daher,GB
https://openalex.org/W4413790790,2,Erica Field,US
https://openalex.org/W4413790790,3,Kendal Swanson,US
https://openalex.org/W4413790790,4,Kate Vyborny,US
https://openalex.org/W4392263529,1,Arya Gaduh,US
https://openalex.org/W4392263529,2,Rema Hanna,US
https://openalex.org/W4392263529,3,Benjamin Olken,RU
https://openalex.org/W4399215299,1,Nathan Barker,US
https://openalex.org/W4399215299,2,Dean Karlan,
https://openalex.org/W4399215299,3,Christopher Udry,
https://openalex.org/W4399215299,4,Kelsey Wright,FR
https://openalex.org/W4413745331,1,Jing Ding,CN
https://openalex.org/W4413745331,2,Lei Jiang,US
https://openalex.org/W4413745331,3,Lucy Msall,US
https://openalex.org/W4413745331,4,Matthew Notowidigdo,US
https://openalex.org/W3164510034,1,Maryam Farboodi,
https://openalex.org/W3164510034,2,Péter Kondor,
https://openalex.org/W3122153890,1,Gustavo J. Bobonis,CA
https://openalex.org/W3122153890,2,Paul Gertler,US
https://openalex.org/W3122153890,3,Marco Gonzalez-Navarro,US
https://openalex.org/W3122153890,4,Simeon Nichter,US
https://openalex.org/W3123175793,1,Panle Jia Barwick,US
https://openalex.org/W3123175793,2,Yanyan Liu,US
https://openalex.org/W3123175793,3,Eleonora Patacchini,US
https://openalex.org/W3123175793,4,Qi Wu,CN
https://openalex.org/W3187891477,1,Manuel Amador,US
https://openalex.org/W3187891477,2,Christopher Phelan,US
https://openalex.org/W3191193480,1,Anders Jensen,US
https://openalex.org/W3198076696,1,Guillermo Cruces,AR
https://openalex.org/W3198076696,2,Martín Rossi,AR
https://openalex.org/W3198076696,3,Ernesto Schargrodsky,AR
https://openalex.org/W4408019376,1,Alberto Ciancio,GB
https://openalex.org/W4408019376,2,Fabrice Kämpfen,IE
https://openalex.org/W4408019376,3,Hans‐Peter Kohler,US
https://openalex.org/W4408019376,4,Rebecca Thornton,US
https://openalex.org/W4408019652,1,Andrea Atencio-De-Leon,US
https://openalex.org/W4408019652,2,Munseob Lee,US
https://openalex.org/W4408019652,3,Claudia Macaluso,US
https://openalex.org/W4411811818,1,Ryan Cooper,US
https://openalex.org/W4411811818,2,Joseph Doyle,US
https://openalex.org/W4411811818,3,Andrés Hojman,CL
https://openalex.org/W4413745369,1,Natalia Serna,US
https://openalex.org/W4415699634,1,Mohammad Akbarpour,
https://openalex.org/W4415699634,2,Suraj Malladi,CA
https://openalex.org/W4415699634,3,Amin Saberi,US
https://openalex.org/W4416630521,1,Francisco Campos Freire,US
https://openalex.org/W4416630521,2,Michael Fresé,DE
https://openalex.org/W4416630521,3,Leonardo Iacovone,US
https://openalex.org/W4416630521,4,Hillary C. Johnson,US
https://openalex.org/W4416630521,5,David McKenzie,US
https://openalex.org/W4416630521,6,Mona Mensmann,DE
https://openalex.org/W3147447510,1,Wei Huang,SG
https://openalex.org/W3147447510,2,Chuanchuan Zhang,CN
https://openalex.org/W4393245009,1,Melanie Morten,US
https://openalex.org/W4393245009,2,Jaqueline Oliveira,US
https://openalex.org/W2971964540,1,Michael Carter,US
https://openalex.org/W2971964540,2,Rachid Laajaj,CO
https://openalex.org/W2971964540,3,Dean Yang,US
https://openalex.org/W3143106568,1,Yizhen Gu,CN
https://openalex.org/W3143106568,2,Chang Q. Jiang,CN
https://openalex.org/W3143106568,3,Junfu Zhang,US
https://openalex.org/W3143106568,4,Ben Zou,US
https://openalex.org/W4361284416,1,Juliano Assunção,BR
https://openalex.org/W4361284416,2,Clarissa Gandour,BR
https://openalex.org/W4361284416,3,Romero Rocha,BR
https://openalex.org/W2593364427,1,David McKenzie,US
https://openalex.org/W2593364427,2,Susana Puerto,CH
https://openalex.org/W4313365155,1,Melissa LoPalo,US
https://openalex.org/W3023943127,1,Jian Chu,CN
https://openalex.org/W3023943127,2,Raymond Fisman,US
https://openalex.org/W3023943127,3,Songtao Tan,CN
https://openalex.org/W3023943127,4,Yongxiang Wang,CN
https://openalex.org/W4297493297,1,Eric Avis,CA
https://openalex.org/W4297493297,2,Claudio Ferraz,BR
https://openalex.org/W4297493297,3,Frederico Finan,US
https://openalex.org/W4297493297,4,Carlos Varjão,
https://openalex.org/W2902187036,1,Karthik Muralidharan,US
https://openalex.org/W2902187036,2,Paul Niehaus,US
https://openalex.org/W2902187036,3,Sandip Sukhtankar,US
https://openalex.org/W2902187036,4,Jeffrey Weaver,US
https://openalex.org/W3122517818,1,Laurel Wheeler,CA
https://openalex.org/W3122517818,2,Robert Garlick,US
https://openalex.org/W3122517818,3,Eric Johnson,US
https://openalex.org/W3122517818,4,Patrick Shaw,US
https://openalex.org/W3122517818,5,Marissa Gargano,US
https://openalex.org/W3118936348,1,Sebastian Axbard,GB
https://openalex.org/W3118936348,2,Zichen Deng,NL
https://openalex.org/W4313316772,1,Ujjayant Chakravorty,US
https://openalex.org/W4313316772,2,Manzoor H. Dar,ML
https://openalex.org/W4313316772,3,Kyle Emerick,US
https://openalex.org/W4226179405,1,Onur Altındağ,US
https://openalex.org/W4226179405,2,Bilge Erten,MX
https://openalex.org/W4226179405,3,Pinar Keskin,US
https://openalex.org/W4393244938,1,Sam Asher,GB
https://openalex.org/W4393244938,2,Paul Novosad,GB
https://openalex.org/W4393244938,3,Charlie Rafkin,RU
https://openalex.org/W4313365186,1,Ran Abramitzky,US
https://openalex.org/W4313365186,2,Philipp Ager,DE
https://openalex.org/W4313365186,3,Leah Platt Boustan,US
https://openalex.org/W4313365186,4,Elior Cohen,US
https://openalex.org/W4313365186,5,Casper Worm Hansen,DK
